,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,label
17768,Ethiopia,0.0,5328.0,1330.0,6,22.2,3025.0,2340.0,410.0,3,27.05,0
17770,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17772,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17775,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17776,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17779,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17782,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17783,Ethiopia,0.0,5328.0,1330.0,6,22.2,2092.0,1374.0,310.0,3,25.6,0
17784,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17786,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17788,Ethiopia,0.0,5328.0,1330.0,6,22.2,459.0,2462.0,207.0,3,26.0,0
17790,Ethiopia,0.0,5328.0,1330.0,6,22.2,3025.0,2340.0,410.0,3,27.05,0
17792,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17794,Ethiopia,0.0,5328.0,1330.0,6,22.2,853.0,6764.0,568.0,7,26.9,0
17795,Ethiopia,0.0,5328.0,1330.0,6,22.2,499.0,462.0,108.0,2,25.35,0
17796,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17798,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17800,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17801,Ethiopia,0.0,5328.0,1330.0,6,22.2,2413.0,704.0,282.0,3,11.5,0
17803,Ethiopia,0.0,5328.0,1330.0,6,22.2,853.0,6764.0,568.0,7,26.9,0
17804,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,4797.0,442.0,6,22.35,0
17805,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,4797.0,442.0,6,22.35,0
17807,Ethiopia,0.0,5328.0,1330.0,6,22.2,2413.0,704.0,282.0,3,11.5,0
17809,Ethiopia,0.0,5328.0,1330.0,6,22.2,853.0,6764.0,568.0,7,26.9,0
17810,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,4797.0,442.0,6,22.35,0
17811,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,4797.0,442.0,6,22.35,0
17813,Ethiopia,0.0,5328.0,1330.0,6,22.2,2413.0,704.0,282.0,3,11.5,0
17815,Ethiopia,0.0,5328.0,1330.0,6,22.2,853.0,6764.0,568.0,7,26.9,0
17816,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,4797.0,442.0,6,22.35,0
17817,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,4797.0,442.0,6,22.35,0
17820,Ethiopia,0.0,5328.0,1330.0,6,22.2,252.8,2881.0,779.0,3,21.9,0
17821,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17822,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17823,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17824,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17825,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17827,Ethiopia,0.0,5328.0,1330.0,6,22.2,3025.0,2340.0,410.0,3,27.05,0
17829,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17831,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17834,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17835,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17838,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17841,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17842,Ethiopia,0.0,5328.0,1330.0,6,22.2,2092.0,1374.0,310.0,3,25.6,0
17843,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17845,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17847,Ethiopia,0.0,5328.0,1330.0,6,22.2,459.0,2462.0,207.0,3,26.0,0
17849,Ethiopia,0.0,5328.0,1330.0,6,22.2,3025.0,2340.0,410.0,3,27.05,0
17851,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17853,Ethiopia,0.0,5328.0,1330.0,6,22.2,853.0,6764.0,568.0,7,26.9,0
17854,Ethiopia,0.0,5328.0,1330.0,6,22.2,499.0,462.0,108.0,2,25.35,0
17855,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17857,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17859,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17860,Ethiopia,0.0,5328.0,1330.0,6,22.2,2413.0,704.0,282.0,3,11.5,0
17862,Ethiopia,0.0,5328.0,1330.0,6,22.2,853.0,6764.0,568.0,7,26.9,0
17863,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,4797.0,442.0,6,22.35,0
17864,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,4797.0,442.0,6,22.35,0
17867,Ethiopia,0.0,5328.0,1330.0,6,22.2,252.8,2881.0,779.0,3,21.9,0
17868,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17869,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17870,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17871,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17872,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17874,Ethiopia,0.0,5328.0,1330.0,6,22.2,3025.0,2340.0,410.0,3,27.05,0
17876,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17878,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17881,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17882,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17885,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17888,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17889,Ethiopia,0.0,5328.0,1330.0,6,22.2,2092.0,1374.0,310.0,3,25.6,0
17890,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17892,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17894,Ethiopia,0.0,5328.0,1330.0,6,22.2,459.0,2462.0,207.0,3,26.0,0
17896,Ethiopia,0.0,5328.0,1330.0,6,22.2,3025.0,2340.0,410.0,3,27.05,0
17898,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17900,Ethiopia,0.0,5328.0,1330.0,6,22.2,853.0,6764.0,568.0,7,26.9,0
17901,Ethiopia,0.0,5328.0,1330.0,6,22.2,499.0,462.0,108.0,2,25.35,0
17902,Ethiopia,0.0,5328.0,1330.0,6,22.2,2234.0,1626.0,853.0,3,25.5,0
17904,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17906,Ethiopia,0.0,5328.0,1330.0,6,22.2,0.0,5328.0,1330.0,6,22.2,0
17909,Fiji,1129.0,1.0,442.0,0,24.4,161.0,381.0,442.0,1,26.85,1
17910,Fiji,1129.0,1.0,442.0,0,24.4,4675.0,3147.0,538.0,3,25.4,1
17912,Fiji,1129.0,1.0,442.0,0,24.4,3219.0,4863.0,287.0,4,26.3,1
17913,Fiji,1129.0,1.0,442.0,0,24.4,525.5,1687.0,759.0,4,23.45,1
17920,Fiji,1129.0,1.0,442.0,0,24.4,161.0,381.0,442.0,1,26.85,1
17921,Fiji,1129.0,1.0,442.0,0,24.4,4675.0,3147.0,538.0,3,25.4,1
17923,Fiji,1129.0,1.0,442.0,0,24.4,3219.0,4863.0,287.0,4,26.3,1
17924,Fiji,1129.0,1.0,442.0,0,24.4,525.5,1687.0,759.0,4,23.45,1
17931,Fiji,1129.0,1.0,442.0,0,24.4,161.0,381.0,442.0,1,26.85,1
17932,Fiji,1129.0,1.0,442.0,0,24.4,4675.0,3147.0,538.0,3,25.4,1
17934,Fiji,1129.0,1.0,442.0,0,24.4,3219.0,4863.0,287.0,4,26.3,1
17935,Fiji,1129.0,1.0,442.0,0,24.4,525.5,1687.0,759.0,4,23.45,1
17940,Fiji,1129.0,1.0,442.0,0,24.4,498.0,1150.0,87.0,4,5.6,0
17942,Fiji,1129.0,1.0,442.0,0,24.4,1129.0,1.0,442.0,0,24.4,0
17945,Fiji,1129.0,1.0,442.0,0,24.4,498.0,1150.0,87.0,4,5.6,0
17947,Fiji,1129.0,1.0,442.0,0,24.4,1129.0,1.0,442.0,0,24.4,0
17950,Fiji,1129.0,1.0,442.0,0,24.4,498.0,1150.0,87.0,4,5.6,0
17952,Fiji,1129.0,1.0,442.0,0,24.4,1129.0,1.0,442.0,0,24.4,0
17958,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5213.0,442.0,6,24.9,1
17960,Finland,1250.0,2690.0,164.0,3,1.7,402.0,4591.0,667.0,6,24.6,1
17961,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5529.0,1885.0,6,12.6,1
17965,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5213.0,442.0,6,24.9,1
17967,Finland,1250.0,2690.0,164.0,3,1.7,402.0,4591.0,667.0,6,24.6,1
17968,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5529.0,1885.0,6,12.6,1
17969,Finland,1250.0,2690.0,164.0,3,1.7,440.0,2788.0,173.0,7,7.85,1
17970,Finland,1250.0,2690.0,164.0,3,1.7,44208.0,1.0,1792.0,0,-7.0,1
17971,Finland,1250.0,2690.0,164.0,3,1.7,37653.0,20017.0,600.0,17,-5.1,1
17972,Finland,1250.0,2690.0,164.0,3,1.7,2782.0,4663.0,175.0,7,8.3,1
17973,Finland,1250.0,2690.0,164.0,3,1.7,0.0,8220.0,1528.0,2,-0.7,1
17975,Finland,1250.0,2690.0,164.0,3,1.7,0.0,2027.0,473.0,8,10.55,1
17976,Finland,1250.0,2690.0,164.0,3,1.7,3219.0,4863.0,287.0,4,26.3,1
17983,Finland,1250.0,2690.0,164.0,3,1.7,83281.0,2551.0,460.0,3,1.5,1
17993,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
17995,Finland,1250.0,2690.0,164.0,3,1.7,3803.5,1.0,108.0,0,25.2,1
17997,Finland,1250.0,2690.0,164.0,3,1.7,66.5,1385.0,181.0,4,9.55,1
17999,Finland,1250.0,2690.0,164.0,3,1.7,66.5,1385.0,181.0,4,9.55,1
18000,Finland,1250.0,2690.0,164.0,3,1.7,0.0,359.0,325.0,3,8.65,1
18001,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18002,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18006,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18009,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18010,Finland,1250.0,2690.0,164.0,3,1.7,7600.0,1932.0,538.0,6,13.45,1
18011,Finland,1250.0,2690.0,164.0,3,1.7,7801.4,2889.0,375.0,8,10.7,1
18013,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
18014,Finland,1250.0,2690.0,164.0,3,1.7,2254.0,2027.0,442.0,3,22.35,1
18016,Finland,1250.0,2690.0,164.0,3,1.7,1448.0,499.0,118.0,1,9.3,1
18017,Finland,1250.0,2690.0,164.0,3,1.7,440.0,2788.0,173.0,7,7.85,1
18018,Finland,1250.0,2690.0,164.0,3,1.7,2798.0,4862.0,1034.0,6,17.75,1
18019,Finland,1250.0,2690.0,164.0,3,1.7,2798.0,4862.0,1034.0,6,17.75,1
18020,Finland,1250.0,2690.0,164.0,3,1.7,0.0,2562.0,910.0,8,6.35,1
18021,Finland,1250.0,2690.0,164.0,3,1.7,1448.0,499.0,118.0,1,9.3,1
18023,Finland,1250.0,2690.0,164.0,3,1.7,7600.0,1932.0,538.0,6,13.45,1
18024,Finland,1250.0,2690.0,164.0,3,1.7,0.0,2171.0,143.0,7,9.75,1
18025,Finland,1250.0,2690.0,164.0,3,1.7,1793.0,1214.0,372.0,1,15.15,1
18031,Finland,1250.0,2690.0,164.0,3,1.7,7000.0,14209.0,621.0,7,23.65,1
18033,Finland,1250.0,2690.0,164.0,3,1.7,2798.0,4862.0,1034.0,6,17.75,1
18036,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18038,Finland,1250.0,2690.0,164.0,3,1.7,66.5,1385.0,181.0,4,9.55,1
18040,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
18041,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18049,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18050,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18052,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18057,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18059,Finland,1250.0,2690.0,164.0,3,1.7,44208.0,1.0,1792.0,0,-7.0,1
18060,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18061,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18066,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
18067,Finland,1250.0,2690.0,164.0,3,1.7,0.0,909.0,2161.0,1,11.85,1
18071,Finland,1250.0,2690.0,164.0,3,1.7,1793.0,1214.0,372.0,1,15.15,1
18072,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
18073,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18076,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18078,Finland,1250.0,2690.0,164.0,3,1.7,202080.0,8893.0,487.0,1,-5.35,1
18079,Finland,1250.0,2690.0,164.0,3,1.7,7801.4,2889.0,375.0,8,10.7,1
18083,Finland,1250.0,2690.0,164.0,3,1.7,37653.0,20017.0,600.0,17,-5.1,1
18086,Finland,1250.0,2690.0,164.0,3,1.7,4964.0,1918.0,660.0,5,13.3,1
18088,Finland,1250.0,2690.0,164.0,3,1.7,354.0,1808.0,470.0,5,10.55,1
18092,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18093,Finland,1250.0,2690.0,164.0,3,1.7,0.0,766.0,741.0,5,9.8,1
18096,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18100,Finland,1250.0,2690.0,164.0,3,1.7,37653.0,20017.0,600.0,17,-5.1,1
18101,Finland,1250.0,2690.0,164.0,3,1.7,3025.0,2340.0,410.0,3,27.05,1
18102,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18104,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18106,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18119,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18120,Finland,1250.0,2690.0,164.0,3,1.7,3025.0,2340.0,410.0,3,27.05,1
18125,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5213.0,442.0,6,24.9,1
18127,Finland,1250.0,2690.0,164.0,3,1.7,402.0,4591.0,667.0,6,24.6,1
18128,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5529.0,1885.0,6,12.6,1
18132,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5213.0,442.0,6,24.9,1
18134,Finland,1250.0,2690.0,164.0,3,1.7,402.0,4591.0,667.0,6,24.6,1
18135,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5529.0,1885.0,6,12.6,1
18139,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5213.0,442.0,6,24.9,1
18141,Finland,1250.0,2690.0,164.0,3,1.7,402.0,4591.0,667.0,6,24.6,1
18142,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5529.0,1885.0,6,12.6,1
18143,Finland,1250.0,2690.0,164.0,3,1.7,440.0,2788.0,173.0,7,7.85,1
18144,Finland,1250.0,2690.0,164.0,3,1.7,44208.0,1.0,1792.0,0,-7.0,1
18145,Finland,1250.0,2690.0,164.0,3,1.7,37653.0,20017.0,600.0,17,-5.1,1
18146,Finland,1250.0,2690.0,164.0,3,1.7,2782.0,4663.0,175.0,7,8.3,1
18147,Finland,1250.0,2690.0,164.0,3,1.7,0.0,8220.0,1528.0,2,-0.7,1
18149,Finland,1250.0,2690.0,164.0,3,1.7,0.0,2027.0,473.0,8,10.55,1
18150,Finland,1250.0,2690.0,164.0,3,1.7,3219.0,4863.0,287.0,4,26.3,1
18157,Finland,1250.0,2690.0,164.0,3,1.7,83281.0,2551.0,460.0,3,1.5,1
18167,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18169,Finland,1250.0,2690.0,164.0,3,1.7,3803.5,1.0,108.0,0,25.2,1
18171,Finland,1250.0,2690.0,164.0,3,1.7,66.5,1385.0,181.0,4,9.55,1
18173,Finland,1250.0,2690.0,164.0,3,1.7,66.5,1385.0,181.0,4,9.55,1
18174,Finland,1250.0,2690.0,164.0,3,1.7,0.0,359.0,325.0,3,8.65,1
18175,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18176,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18180,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18183,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18184,Finland,1250.0,2690.0,164.0,3,1.7,7600.0,1932.0,538.0,6,13.45,1
18185,Finland,1250.0,2690.0,164.0,3,1.7,7801.4,2889.0,375.0,8,10.7,1
18187,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
18188,Finland,1250.0,2690.0,164.0,3,1.7,2254.0,2027.0,442.0,3,22.35,1
18190,Finland,1250.0,2690.0,164.0,3,1.7,1448.0,499.0,118.0,1,9.3,1
18191,Finland,1250.0,2690.0,164.0,3,1.7,440.0,2788.0,173.0,7,7.85,1
18192,Finland,1250.0,2690.0,164.0,3,1.7,2798.0,4862.0,1034.0,6,17.75,1
18193,Finland,1250.0,2690.0,164.0,3,1.7,2798.0,4862.0,1034.0,6,17.75,1
18194,Finland,1250.0,2690.0,164.0,3,1.7,0.0,2562.0,910.0,8,6.35,1
18195,Finland,1250.0,2690.0,164.0,3,1.7,1448.0,499.0,118.0,1,9.3,1
18197,Finland,1250.0,2690.0,164.0,3,1.7,7600.0,1932.0,538.0,6,13.45,1
18198,Finland,1250.0,2690.0,164.0,3,1.7,0.0,2171.0,143.0,7,9.75,1
18199,Finland,1250.0,2690.0,164.0,3,1.7,1793.0,1214.0,372.0,1,15.15,1
18205,Finland,1250.0,2690.0,164.0,3,1.7,7000.0,14209.0,621.0,7,23.65,1
18207,Finland,1250.0,2690.0,164.0,3,1.7,2798.0,4862.0,1034.0,6,17.75,1
18210,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18212,Finland,1250.0,2690.0,164.0,3,1.7,66.5,1385.0,181.0,4,9.55,1
18214,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
18215,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18223,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18224,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18226,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18231,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18233,Finland,1250.0,2690.0,164.0,3,1.7,44208.0,1.0,1792.0,0,-7.0,1
18234,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18235,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18240,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
18241,Finland,1250.0,2690.0,164.0,3,1.7,0.0,909.0,2161.0,1,11.85,1
18245,Finland,1250.0,2690.0,164.0,3,1.7,1793.0,1214.0,372.0,1,15.15,1
18246,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
18247,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18250,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18252,Finland,1250.0,2690.0,164.0,3,1.7,202080.0,8893.0,487.0,1,-5.35,1
18253,Finland,1250.0,2690.0,164.0,3,1.7,7801.4,2889.0,375.0,8,10.7,1
18257,Finland,1250.0,2690.0,164.0,3,1.7,37653.0,20017.0,600.0,17,-5.1,1
18260,Finland,1250.0,2690.0,164.0,3,1.7,4964.0,1918.0,660.0,5,13.3,1
18262,Finland,1250.0,2690.0,164.0,3,1.7,354.0,1808.0,470.0,5,10.55,1
18266,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18267,Finland,1250.0,2690.0,164.0,3,1.7,0.0,766.0,741.0,5,9.8,1
18270,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18274,Finland,1250.0,2690.0,164.0,3,1.7,37653.0,20017.0,600.0,17,-5.1,1
18275,Finland,1250.0,2690.0,164.0,3,1.7,3025.0,2340.0,410.0,3,27.05,1
18276,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18278,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18280,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18293,Finland,1250.0,2690.0,164.0,3,1.7,1250.0,2690.0,164.0,3,1.7,1
18294,Finland,1250.0,2690.0,164.0,3,1.7,3025.0,2340.0,410.0,3,27.05,1
18299,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5213.0,442.0,6,24.9,1
18301,Finland,1250.0,2690.0,164.0,3,1.7,402.0,4591.0,667.0,6,24.6,1
18302,Finland,1250.0,2690.0,164.0,3,1.7,0.0,5529.0,1885.0,6,12.6,1
18303,Finland,1250.0,2690.0,164.0,3,1.7,440.0,2788.0,173.0,7,7.85,1
18304,Finland,1250.0,2690.0,164.0,3,1.7,44208.0,1.0,1792.0,0,-7.0,1
18305,Finland,1250.0,2690.0,164.0,3,1.7,37653.0,20017.0,600.0,17,-5.1,1
18306,Finland,1250.0,2690.0,164.0,3,1.7,2782.0,4663.0,175.0,7,8.3,1
18307,Finland,1250.0,2690.0,164.0,3,1.7,0.0,8220.0,1528.0,2,-0.7,1
18309,Finland,1250.0,2690.0,164.0,3,1.7,0.0,2027.0,473.0,8,10.55,1
18310,Finland,1250.0,2690.0,164.0,3,1.7,3219.0,4863.0,287.0,4,26.3,1
18317,Finland,1250.0,2690.0,164.0,3,1.7,83281.0,2551.0,460.0,3,1.5,1
18327,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18329,Finland,1250.0,2690.0,164.0,3,1.7,3803.5,1.0,108.0,0,25.2,1
18331,Finland,1250.0,2690.0,164.0,3,1.7,66.5,1385.0,181.0,4,9.55,1
18333,Finland,1250.0,2690.0,164.0,3,1.7,66.5,1385.0,181.0,4,9.55,1
18334,Finland,1250.0,2690.0,164.0,3,1.7,0.0,359.0,325.0,3,8.65,1
18335,Finland,1250.0,2690.0,164.0,3,1.7,451.0,1037.0,30.0,3,9.25,1
18336,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18340,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18343,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18344,Finland,1250.0,2690.0,164.0,3,1.7,7600.0,1932.0,538.0,6,13.45,1
18345,Finland,1250.0,2690.0,164.0,3,1.7,7801.4,2889.0,375.0,8,10.7,1
18347,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
18348,Finland,1250.0,2690.0,164.0,3,1.7,2254.0,2027.0,442.0,3,22.35,1
18350,Finland,1250.0,2690.0,164.0,3,1.7,1448.0,499.0,118.0,1,9.3,1
18351,Finland,1250.0,2690.0,164.0,3,1.7,440.0,2788.0,173.0,7,7.85,1
18352,Finland,1250.0,2690.0,164.0,3,1.7,2798.0,4862.0,1034.0,6,17.75,1
18353,Finland,1250.0,2690.0,164.0,3,1.7,2798.0,4862.0,1034.0,6,17.75,1
18354,Finland,1250.0,2690.0,164.0,3,1.7,0.0,2562.0,910.0,8,6.35,1
18355,Finland,1250.0,2690.0,164.0,3,1.7,1448.0,499.0,118.0,1,9.3,1
18357,Finland,1250.0,2690.0,164.0,3,1.7,7600.0,1932.0,538.0,6,13.45,1
18358,Finland,1250.0,2690.0,164.0,3,1.7,0.0,2171.0,143.0,7,9.75,1
18359,Finland,1250.0,2690.0,164.0,3,1.7,1793.0,1214.0,372.0,1,15.15,1
18365,Finland,1250.0,2690.0,164.0,3,1.7,7000.0,14209.0,621.0,7,23.65,1
18367,Finland,1250.0,2690.0,164.0,3,1.7,2798.0,4862.0,1034.0,6,17.75,1
18370,Finland,1250.0,2690.0,164.0,3,1.7,2439.0,3621.0,263.0,9,8.4,1
18372,Finland,1250.0,2690.0,164.0,3,1.7,66.5,1385.0,181.0,4,9.55,1
18374,Finland,1250.0,2690.0,164.0,3,1.7,2495.0,1673.0,400.0,3,5.7,1
