,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,start_year,finish_year,wars_victory,wars_loses,total_wars_participate,wars_inside_country,imperialism_wars,deimperialism_wars,battles_in_country,label
56426,Ukraine,2782.0,4663.0,175.0,7,8.3,2782.0,4663.0,175.0,7,8.3,1919,1919,16.0,2.0,18.0,15.0,16,1,12,1
56427,Ukraine,2782.0,4663.0,175.0,7,8.3,2234.0,1626.0,853.0,3,25.5,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56436,Ukraine,2782.0,4663.0,175.0,7,8.3,2234.0,1626.0,853.0,3,25.5,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56445,Ukraine,2782.0,4663.0,175.0,7,8.3,37653.0,20017.0,600.0,17,-5.1,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56446,Ukraine,2782.0,4663.0,175.0,7,8.3,2782.0,4663.0,175.0,7,8.3,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56447,Ukraine,2782.0,4663.0,175.0,7,8.3,0.0,8220.0,1528.0,2,-0.7,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56449,Ukraine,2782.0,4663.0,175.0,7,8.3,0.0,2027.0,473.0,8,10.55,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56450,Ukraine,2782.0,4663.0,175.0,7,8.3,2234.0,1626.0,853.0,3,25.5,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56459,Ukraine,2782.0,4663.0,175.0,7,8.3,2234.0,1626.0,853.0,3,25.5,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56468,Ukraine,2782.0,4663.0,175.0,7,8.3,2234.0,1626.0,853.0,3,25.5,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56477,Ukraine,2782.0,4663.0,175.0,7,8.3,37653.0,20017.0,600.0,17,-5.1,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56478,Ukraine,2782.0,4663.0,175.0,7,8.3,2782.0,4663.0,175.0,7,8.3,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56479,Ukraine,2782.0,4663.0,175.0,7,8.3,0.0,8220.0,1528.0,2,-0.7,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56481,Ukraine,2782.0,4663.0,175.0,7,8.3,0.0,2027.0,473.0,8,10.55,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56482,Ukraine,2782.0,4663.0,175.0,7,8.3,2234.0,1626.0,853.0,3,25.5,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56491,Ukraine,2782.0,4663.0,175.0,7,8.3,37653.0,20017.0,600.0,17,-5.1,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56492,Ukraine,2782.0,4663.0,175.0,7,8.3,2782.0,4663.0,175.0,7,8.3,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56493,Ukraine,2782.0,4663.0,175.0,7,8.3,0.0,8220.0,1528.0,2,-0.7,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56495,Ukraine,2782.0,4663.0,175.0,7,8.3,0.0,2027.0,473.0,8,10.55,1900,1900,16.0,2.0,18.0,15.0,16,1,12,0
56496,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56498,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2450.0,2665.0,321.0,4,22.1,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56499,United Arab Emirates,1318.0,867.0,149.0,2,27.0,644.0,7243.0,1.8,7,28.25,2012,2012,21.0,10.0,31.0,0.0,21,0,0,1
56500,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56501,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56502,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56503,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56504,United Arab Emirates,1318.0,867.0,149.0,2,27.0,853.0,4047.0,380.0,4,26.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56505,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56507,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2798.0,4862.0,1034.0,6,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56508,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56509,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56515,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1250.0,2690.0,164.0,3,1.7,2001,2001,21.0,10.0,31.0,0.0,21,0,0,1
56516,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2002,2002,21.0,10.0,31.0,0.0,21,0,0,1
56517,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56519,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2450.0,2665.0,321.0,4,22.1,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56520,United Arab Emirates,1318.0,867.0,149.0,2,27.0,644.0,7243.0,1.8,7,28.25,2012,2012,21.0,10.0,31.0,0.0,21,0,0,1
56521,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56522,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56523,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56524,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56525,United Arab Emirates,1318.0,867.0,149.0,2,27.0,853.0,4047.0,380.0,4,26.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56526,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56528,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2798.0,4862.0,1034.0,6,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56529,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56530,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56536,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1250.0,2690.0,164.0,3,1.7,2001,2001,21.0,10.0,31.0,0.0,21,0,0,1
56537,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2002,2002,21.0,10.0,31.0,0.0,21,0,0,1
56538,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56539,United Arab Emirates,1318.0,867.0,149.0,2,27.0,499.0,462.0,108.0,2,25.35,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56540,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56541,United Arab Emirates,1318.0,867.0,149.0,2,27.0,273.0,1017.0,508.0,5,19.2,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56543,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56544,United Arab Emirates,1318.0,867.0,149.0,2,27.0,499.0,462.0,108.0,2,25.35,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56545,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56546,United Arab Emirates,1318.0,867.0,149.0,2,27.0,273.0,1017.0,508.0,5,19.2,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56548,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56550,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2450.0,2665.0,321.0,4,22.1,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56551,United Arab Emirates,1318.0,867.0,149.0,2,27.0,644.0,7243.0,1.8,7,28.25,2012,2012,21.0,10.0,31.0,0.0,21,0,0,1
56552,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56553,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56554,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56555,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56556,United Arab Emirates,1318.0,867.0,149.0,2,27.0,853.0,4047.0,380.0,4,26.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56557,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56559,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2798.0,4862.0,1034.0,6,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56560,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56561,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56567,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1250.0,2690.0,164.0,3,1.7,2001,2001,21.0,10.0,31.0,0.0,21,0,0,1
56568,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2002,2002,21.0,10.0,31.0,0.0,21,0,0,1
56569,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56571,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2450.0,2665.0,321.0,4,22.1,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56572,United Arab Emirates,1318.0,867.0,149.0,2,27.0,644.0,7243.0,1.8,7,28.25,2012,2012,21.0,10.0,31.0,0.0,21,0,0,1
56573,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56574,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56575,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56576,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56577,United Arab Emirates,1318.0,867.0,149.0,2,27.0,853.0,4047.0,380.0,4,26.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56578,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56580,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2798.0,4862.0,1034.0,6,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56581,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56582,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56588,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1250.0,2690.0,164.0,3,1.7,2001,2001,21.0,10.0,31.0,0.0,21,0,0,1
56589,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2002,2002,21.0,10.0,31.0,0.0,21,0,0,1
56590,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56592,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2450.0,2665.0,321.0,4,22.1,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56593,United Arab Emirates,1318.0,867.0,149.0,2,27.0,644.0,7243.0,1.8,7,28.25,2012,2012,21.0,10.0,31.0,0.0,21,0,0,1
56594,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56595,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56596,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56597,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56598,United Arab Emirates,1318.0,867.0,149.0,2,27.0,853.0,4047.0,380.0,4,26.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56599,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56601,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2798.0,4862.0,1034.0,6,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56602,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56603,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56609,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1250.0,2690.0,164.0,3,1.7,2001,2001,21.0,10.0,31.0,0.0,21,0,0,1
56610,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2002,2002,21.0,10.0,31.0,0.0,21,0,0,1
56611,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56612,United Arab Emirates,1318.0,867.0,149.0,2,27.0,499.0,462.0,108.0,2,25.35,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56613,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56614,United Arab Emirates,1318.0,867.0,149.0,2,27.0,273.0,1017.0,508.0,5,19.2,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56616,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56617,United Arab Emirates,1318.0,867.0,149.0,2,27.0,499.0,462.0,108.0,2,25.35,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56618,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56619,United Arab Emirates,1318.0,867.0,149.0,2,27.0,273.0,1017.0,508.0,5,19.2,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56621,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56623,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2450.0,2665.0,321.0,4,22.1,2011,2011,21.0,10.0,31.0,0.0,21,0,0,1
56624,United Arab Emirates,1318.0,867.0,149.0,2,27.0,644.0,7243.0,1.8,7,28.25,2012,2012,21.0,10.0,31.0,0.0,21,0,0,1
56625,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56626,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56627,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56628,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1770.0,4348.0,423.0,6,21.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56629,United Arab Emirates,1318.0,867.0,149.0,2,27.0,853.0,4047.0,380.0,4,26.8,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56630,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56632,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2798.0,4862.0,1034.0,6,17.75,2014,2014,21.0,10.0,31.0,0.0,21,0,0,1
56633,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56634,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,2015,2015,21.0,10.0,31.0,0.0,21,0,0,1
56640,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1250.0,2690.0,164.0,3,1.7,2001,2001,21.0,10.0,31.0,0.0,21,0,0,1
56641,United Arab Emirates,1318.0,867.0,149.0,2,27.0,0.0,5529.0,1885.0,6,12.6,2002,2002,21.0,10.0,31.0,0.0,21,0,0,1
56642,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56643,United Arab Emirates,1318.0,867.0,149.0,2,27.0,499.0,462.0,108.0,2,25.35,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56644,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56645,United Arab Emirates,1318.0,867.0,149.0,2,27.0,273.0,1017.0,508.0,5,19.2,1990,1990,21.0,10.0,31.0,0.0,21,0,0,1
56647,United Arab Emirates,1318.0,867.0,149.0,2,27.0,58.0,3650.0,312.0,6,21.4,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56648,United Arab Emirates,1318.0,867.0,149.0,2,27.0,499.0,462.0,108.0,2,25.35,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56649,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56650,United Arab Emirates,1318.0,867.0,149.0,2,27.0,273.0,1017.0,508.0,5,19.2,1991,1991,21.0,10.0,31.0,0.0,21,0,0,1
56653,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56655,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56656,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56659,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56661,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56662,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56665,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56667,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56668,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56671,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56673,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56674,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56677,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56679,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56680,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56683,United Arab Emirates,1318.0,867.0,149.0,2,27.0,193.0,2253.0,514.0,5,17.75,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56685,United Arab Emirates,1318.0,867.0,149.0,2,27.0,1906.0,1746.0,999.0,2,23.85,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56686,United Arab Emirates,1318.0,867.0,149.0,2,27.0,2640.0,4431.0,665.0,7,24.65,1900,1900,21.0,10.0,31.0,0.0,21,0,0,0
56688,United Kingdom,12429.0,1012.0,162.0,4,8.48,58.0,3650.0,312.0,6,21.4,2003,2003,277.0,95.0,372.0,0.0,277,0,0,1
56691,United Kingdom,12429.0,1012.0,162.0,4,8.48,58.0,3650.0,312.0,6,21.4,2006,2006,277.0,95.0,372.0,0.0,277,0,0,1
56692,United Kingdom,12429.0,1012.0,162.0,4,8.48,3025.0,2340.0,410.0,3,27.05,2006,2006,277.0,95.0,372.0,0.0,277,0,0,1
56694,United Kingdom,12429.0,1012.0,162.0,4,8.48,2798.0,4862.0,1034.0,6,17.75,2007,2007,277.0,95.0,372.0,0.0,277,0,0,1
56698,United Kingdom,12429.0,1012.0,162.0,4,8.48,3025.0,2340.0,410.0,3,27.05,2009,2009,277.0,95.0,372.0,0.0,277,0,0,1
56699,United Kingdom,12429.0,1012.0,162.0,4,8.48,536.0,3477.0,762.0,5,24.75,2009,2009,277.0,95.0,372.0,0.0,277,0,0,1
56700,United Kingdom,12429.0,1012.0,162.0,4,8.48,1770.0,4348.0,423.0,6,21.8,2011,2011,277.0,95.0,372.0,0.0,277,0,0,1
56701,United Kingdom,12429.0,1012.0,162.0,4,8.48,225.0,454.0,1250.0,2,16.4,2011,2011,277.0,95.0,372.0,0.0,277,0,0,1
56704,United Kingdom,12429.0,1012.0,162.0,4,8.48,66.5,1385.0,181.0,4,9.55,2011,2011,277.0,95.0,372.0,0.0,277,0,0,1
56705,United Kingdom,12429.0,1012.0,162.0,4,8.48,853.0,6764.0,568.0,7,26.9,2011,2011,277.0,95.0,372.0,0.0,277,0,0,1
56707,United Kingdom,12429.0,1012.0,162.0,4,8.48,644.0,7243.0,1.8,7,28.25,2012,2012,277.0,95.0,372.0,0.0,277,0,0,1
56708,United Kingdom,12429.0,1012.0,162.0,4,8.48,1250.0,2690.0,164.0,3,1.7,2014,2014,277.0,95.0,372.0,0.0,277,0,0,1
56709,United Kingdom,12429.0,1012.0,162.0,4,8.48,1770.0,4348.0,423.0,6,21.8,2014,2014,277.0,95.0,372.0,0.0,277,0,0,1
56710,United Kingdom,12429.0,1012.0,162.0,4,8.48,58.0,3650.0,312.0,6,21.4,2014,2014,277.0,95.0,372.0,0.0,277,0,0,1
56711,United Kingdom,12429.0,1012.0,162.0,4,8.48,193.0,2253.0,514.0,5,17.75,2014,2014,277.0,95.0,372.0,0.0,277,0,0,1
56712,United Kingdom,12429.0,1012.0,162.0,4,8.48,1770.0,4348.0,423.0,6,21.8,2014,2014,277.0,95.0,372.0,0.0,277,0,0,1
56713,United Kingdom,12429.0,1012.0,162.0,4,8.48,853.0,4047.0,380.0,4,26.8,2014,2014,277.0,95.0,372.0,0.0,277,0,0,1
56714,United Kingdom,12429.0,1012.0,162.0,4,8.48,0.0,5529.0,1885.0,6,12.6,2014,2014,277.0,95.0,372.0,0.0,277,0,0,1
56716,United Kingdom,12429.0,1012.0,162.0,4,8.48,2798.0,4862.0,1034.0,6,17.75,2014,2014,277.0,95.0,372.0,0.0,277,0,0,1
56717,United Kingdom,12429.0,1012.0,162.0,4,8.48,58.0,3650.0,312.0,6,21.4,2017,2017,277.0,95.0,372.0,0.0,277,0,0,1
56722,United Kingdom,12429.0,1012.0,162.0,4,8.48,58.0,3650.0,312.0,6,21.4,1990,1990,277.0,95.0,372.0,0.0,277,0,0,1
56723,United Kingdom,12429.0,1012.0,162.0,4,8.48,499.0,462.0,108.0,2,25.35,1990,1990,277.0,95.0,372.0,0.0,277,0,0,1
56724,United Kingdom,12429.0,1012.0,162.0,4,8.48,2640.0,4431.0,665.0,7,24.65,1990,1990,277.0,95.0,372.0,0.0,277,0,0,1
56725,United Kingdom,12429.0,1012.0,162.0,4,8.48,273.0,1017.0,508.0,5,19.2,1990,1990,277.0,95.0,372.0,0.0,277,0,0,1
56727,United Kingdom,12429.0,1012.0,162.0,4,8.48,402.0,958.0,279.0,2,26.05,1991,1991,277.0,95.0,372.0,0.0,277,0,0,1
56728,United Kingdom,12429.0,1012.0,162.0,4,8.48,0.0,5529.0,1885.0,6,12.6,1996,1996,277.0,95.0,372.0,0.0,277,0,0,1
56730,United Kingdom,12429.0,1012.0,162.0,4,8.48,0.0,2027.0,473.0,8,10.55,1998,1998,277.0,95.0,372.0,0.0,277,0,0,1
