,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,start_year,finish_year,wars_victory,wars_loses,total_wars_participate,wars_inside_country,imperialism_wars,deimperialism_wars,battles_in_country,label
18012,France,7801.4,2889.0,375.0,8,10.7,0.0,893.0,1598.0,4,17.85,2004,2004,301.0,174.0,475.0,66.0,276,23,59,1
18013,France,7801.4,2889.0,375.0,8,10.7,0.0,974.0,442.0,3,19.8,2004,2004,301.0,174.0,475.0,66.0,276,23,59,1
18016,France,7801.4,2889.0,375.0,8,10.7,0.0,5968.0,543.0,6,26.55,2005,2005,301.0,174.0,475.0,66.0,276,23,59,1
18018,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,2007,2007,301.0,174.0,475.0,66.0,276,23,59,1
18019,France,7801.4,2889.0,375.0,8,10.7,1661.0,5318.0,1996.0,6,21.55,2008,2008,301.0,174.0,475.0,66.0,276,23,59,1
18025,France,7801.4,2889.0,375.0,8,10.7,1770.0,4348.0,423.0,6,21.8,2011,2011,301.0,174.0,475.0,66.0,276,23,59,1
18026,France,7801.4,2889.0,375.0,8,10.7,225.0,454.0,1250.0,2,16.4,2011,2011,301.0,174.0,475.0,66.0,276,23,59,1
18029,France,7801.4,2889.0,375.0,8,10.7,66.5,1385.0,181.0,4,9.55,2011,2011,301.0,174.0,475.0,66.0,276,23,59,1
18030,France,7801.4,2889.0,375.0,8,10.7,853.0,6764.0,568.0,7,26.9,2011,2011,301.0,174.0,475.0,66.0,276,23,59,1
18032,France,7801.4,2889.0,375.0,8,10.7,644.0,7243.0,1.8,7,28.25,2012,2012,301.0,174.0,475.0,66.0,276,23,59,1
18033,France,7801.4,2889.0,375.0,8,10.7,0.0,5213.0,442.0,6,24.9,2012,2012,301.0,174.0,475.0,66.0,276,23,59,1
18035,France,7801.4,2889.0,375.0,8,10.7,402.0,4591.0,667.0,6,24.6,2012,2012,301.0,174.0,475.0,66.0,276,23,59,1
18036,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,2014,2014,301.0,174.0,475.0,66.0,276,23,59,1
18037,France,7801.4,2889.0,375.0,8,10.7,1770.0,4348.0,423.0,6,21.8,2014,2014,301.0,174.0,475.0,66.0,276,23,59,1
18038,France,7801.4,2889.0,375.0,8,10.7,58.0,3650.0,312.0,6,21.4,2014,2014,301.0,174.0,475.0,66.0,276,23,59,1
18039,France,7801.4,2889.0,375.0,8,10.7,193.0,2253.0,514.0,5,17.75,2014,2014,301.0,174.0,475.0,66.0,276,23,59,1
18040,France,7801.4,2889.0,375.0,8,10.7,1770.0,4348.0,423.0,6,21.8,2014,2014,301.0,174.0,475.0,66.0,276,23,59,1
18041,France,7801.4,2889.0,375.0,8,10.7,853.0,4047.0,380.0,4,26.8,2014,2014,301.0,174.0,475.0,66.0,276,23,59,1
18042,France,7801.4,2889.0,375.0,8,10.7,0.0,5529.0,1885.0,6,12.6,2014,2014,301.0,174.0,475.0,66.0,276,23,59,1
18044,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,2014,2014,301.0,174.0,475.0,66.0,276,23,59,1
18045,France,7801.4,2889.0,375.0,8,10.7,58.0,3650.0,312.0,6,21.4,2017,2017,301.0,174.0,475.0,66.0,276,23,59,1
18046,France,7801.4,2889.0,375.0,8,10.7,58.0,3650.0,312.0,6,21.4,1990,1990,301.0,174.0,475.0,66.0,276,23,59,1
18047,France,7801.4,2889.0,375.0,8,10.7,499.0,462.0,108.0,2,25.35,1990,1990,301.0,174.0,475.0,66.0,276,23,59,1
18048,France,7801.4,2889.0,375.0,8,10.7,2640.0,4431.0,665.0,7,24.65,1990,1990,301.0,174.0,475.0,66.0,276,23,59,1
18049,France,7801.4,2889.0,375.0,8,10.7,273.0,1017.0,508.0,5,19.2,1990,1990,301.0,174.0,475.0,66.0,276,23,59,1
18051,France,7801.4,2889.0,375.0,8,10.7,314.0,528.0,442.0,3,28.0,1991,1991,301.0,174.0,475.0,66.0,276,23,59,1
18053,France,7801.4,2889.0,375.0,8,10.7,0.0,2027.0,473.0,8,10.55,1998,1998,301.0,174.0,475.0,66.0,276,23,59,1
18055,France,7801.4,2889.0,375.0,8,10.7,362.0,1102.0,708.0,6,11.4,1998,1998,301.0,174.0,475.0,66.0,276,23,59,1
18056,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,2001,2001,301.0,174.0,475.0,66.0,276,23,59,1
18057,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,2002,2002,301.0,174.0,475.0,66.0,276,23,59,1
18061,France,7801.4,2889.0,375.0,8,10.7,0.0,5529.0,1885.0,6,12.6,2002,2002,301.0,174.0,475.0,66.0,276,23,59,1
18062,France,7801.4,2889.0,375.0,8,10.7,225.0,454.0,1250.0,2,16.4,1096,1096,301.0,174.0,475.0,66.0,276,23,59,1
18063,France,7801.4,2889.0,375.0,8,10.7,1661.0,5318.0,1996.0,6,21.55,1096,1096,301.0,174.0,475.0,66.0,276,23,59,1
18064,France,7801.4,2889.0,375.0,8,10.7,225.0,454.0,1250.0,2,16.4,1189,1189,301.0,174.0,475.0,66.0,276,23,59,1
18065,France,7801.4,2889.0,375.0,8,10.7,1661.0,5318.0,1996.0,6,21.55,1189,1189,301.0,174.0,475.0,66.0,276,23,59,1
18066,France,7801.4,2889.0,375.0,8,10.7,83281.0,2551.0,460.0,3,1.5,1202,1202,301.0,174.0,475.0,66.0,276,23,59,1
18067,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1202,1202,301.0,174.0,475.0,66.0,276,23,59,1
18068,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1202,1202,301.0,174.0,475.0,66.0,276,23,59,1
18069,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1202,1202,301.0,174.0,475.0,66.0,276,23,59,1
18070,France,7801.4,2889.0,375.0,8,10.7,83281.0,2551.0,460.0,3,1.5,1202,1202,301.0,174.0,475.0,66.0,276,23,59,1
18072,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1209,1209,301.0,174.0,475.0,66.0,276,23,59,1
18080,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1251,1251,301.0,174.0,475.0,66.0,276,23,59,1
18081,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1294,1294,301.0,174.0,475.0,66.0,276,23,59,1
18083,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1320,1320,301.0,174.0,475.0,66.0,276,23,59,1
18085,France,7801.4,2889.0,375.0,8,10.7,440.0,2788.0,173.0,7,7.85,1332,1332,301.0,174.0,475.0,66.0,276,23,59,1
18086,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1337,1337,301.0,174.0,475.0,66.0,276,23,59,1
18092,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1358,1358,301.0,174.0,475.0,66.0,276,23,59,1
18093,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1378,1378,301.0,174.0,475.0,66.0,276,23,59,1
18094,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1382,1382,301.0,174.0,475.0,66.0,276,23,59,1
18095,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1382,1382,301.0,174.0,475.0,66.0,276,23,59,1
18096,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1440,1440,301.0,174.0,475.0,66.0,276,23,59,1
18098,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1485,1485,301.0,174.0,475.0,66.0,276,23,59,1
18100,France,7801.4,2889.0,375.0,8,10.7,1793.0,1214.0,372.0,1,15.15,1801,1801,301.0,174.0,475.0,66.0,276,23,59,1
18103,France,7801.4,2889.0,375.0,8,10.7,7652.0,14691.0,320.0,10,27.15,1801,1801,301.0,174.0,475.0,66.0,276,23,59,1
18105,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1803,1803,301.0,174.0,475.0,66.0,276,23,59,1
18113,France,7801.4,2889.0,375.0,8,10.7,0.0,1389.0,139.0,2,9.45,1806,1806,301.0,174.0,475.0,66.0,276,23,59,1
18114,France,7801.4,2889.0,375.0,8,10.7,2640.0,4431.0,665.0,7,24.65,1808,1808,301.0,174.0,475.0,66.0,276,23,59,1
18115,France,7801.4,2889.0,375.0,8,10.7,451.0,1037.0,30.0,3,9.25,1809,1809,301.0,174.0,475.0,66.0,276,23,59,1
18117,France,7801.4,2889.0,375.0,8,10.7,46.6,1334.0,492.0,4,8.9,1809,1809,301.0,174.0,475.0,66.0,276,23,59,1
18118,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1815,1815,301.0,174.0,475.0,66.0,276,23,59,1
18119,France,7801.4,2889.0,375.0,8,10.7,451.0,1037.0,30.0,3,9.25,1815,1815,301.0,174.0,475.0,66.0,276,23,59,1
18120,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1820,1820,301.0,174.0,475.0,66.0,276,23,59,1
18121,France,7801.4,2889.0,375.0,8,10.7,13676.0,1228.0,498.0,4,15.4,1821,1821,301.0,174.0,475.0,66.0,276,23,59,1
18122,France,7801.4,2889.0,375.0,8,10.7,4964.0,1918.0,660.0,5,13.3,1823,1823,301.0,174.0,475.0,66.0,276,23,59,1
18124,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,1825,1825,301.0,174.0,475.0,66.0,276,23,59,1
18125,France,7801.4,2889.0,375.0,8,10.7,998.0,6470.0,800.0,7,22.5,1830,1830,301.0,174.0,475.0,66.0,276,23,59,1
18126,France,7801.4,2889.0,375.0,8,10.7,2949.1,2022.4,909.0,4,17.1,1844,1844,301.0,174.0,475.0,66.0,276,23,59,1
18128,France,7801.4,2889.0,375.0,8,10.7,1148.0,1469.0,246.0,2,19.2,1881,1881,301.0,174.0,475.0,66.0,276,23,59,1
18130,France,7801.4,2889.0,375.0,8,10.7,193.0,2253.0,514.0,5,17.75,1893,1893,301.0,174.0,475.0,66.0,276,23,59,1
18132,France,7801.4,2889.0,375.0,8,10.7,402.0,4591.0,667.0,6,24.6,1899,1899,301.0,174.0,475.0,66.0,276,23,59,1
18134,France,7801.4,2889.0,375.0,8,10.7,402.0,4591.0,667.0,6,24.6,1900,1900,301.0,174.0,475.0,66.0,276,23,59,1
18135,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1904,1904,301.0,174.0,475.0,66.0,276,23,59,1
18137,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,1911,1911,301.0,174.0,475.0,66.0,276,23,59,1
18140,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1915,1915,301.0,174.0,475.0,66.0,276,23,59,1
18141,France,7801.4,2889.0,375.0,8,10.7,64.0,5697.0,474.0,7,27.15,1916,1916,301.0,174.0,475.0,66.0,276,23,59,1
18143,France,7801.4,2889.0,375.0,8,10.7,498.0,1150.0,87.0,4,5.6,1918,1918,301.0,174.0,475.0,66.0,276,23,59,1
18144,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1919,1919,301.0,174.0,475.0,66.0,276,23,59,1
18151,France,7801.4,2889.0,375.0,8,10.7,402.0,4591.0,667.0,6,24.6,1928,1928,301.0,174.0,475.0,66.0,276,23,59,1
18154,France,7801.4,2889.0,375.0,8,10.7,362.0,1102.0,708.0,6,11.4,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18156,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18157,France,7801.4,2889.0,375.0,8,10.7,14500.0,22147.0,1840.0,13,6.95,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18158,France,7801.4,2889.0,375.0,8,10.7,29751.0,1.0,438.0,0,11.15,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18161,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18162,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18163,France,7801.4,2889.0,375.0,8,10.7,0.0,5213.0,442.0,6,24.9,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18164,France,7801.4,2889.0,375.0,8,10.7,25760.0,1.0,330.0,0,21.65,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18165,France,7801.4,2889.0,375.0,8,10.7,2495.0,1673.0,400.0,3,5.7,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18166,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,1939,1939,301.0,174.0,475.0,66.0,276,23,59,1
18167,France,7801.4,2889.0,375.0,8,10.7,4828.0,1.0,442.0,0,22.65,29 March 1947,29 March 1947,301.0,174.0,475.0,66.0,276,23,59,1
18172,France,7801.4,2889.0,375.0,8,10.7,2495.0,1673.0,400.0,3,5.7,25 June 1950,25 June 1950,301.0,174.0,475.0,66.0,276,23,59,1
18173,France,7801.4,2889.0,375.0,8,10.7,402.0,4591.0,667.0,6,24.6,1955,1955,301.0,174.0,475.0,66.0,276,23,59,1
18175,France,7801.4,2889.0,375.0,8,10.7,2450.0,2665.0,321.0,4,22.1,29 October 1956,29 October 1956,301.0,174.0,475.0,66.0,276,23,59,1
18179,France,7801.4,2889.0,375.0,8,10.7,7000.0,14209.0,621.0,7,23.65,23 October 1957,23 October 1957,301.0,174.0,475.0,66.0,276,23,59,1
18180,France,7801.4,2889.0,375.0,8,10.7,2949.1,2022.4,909.0,4,17.1,23 October 1957,23 October 1957,301.0,174.0,475.0,66.0,276,23,59,1
18182,France,7801.4,2889.0,375.0,8,10.7,4964.0,1918.0,660.0,5,13.3,31 July 1959,31 July 1959,301.0,174.0,475.0,66.0,276,23,59,1
18183,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,31 July 1959,31 July 1959,301.0,174.0,475.0,66.0,276,23,59,1
18184,France,7801.4,2889.0,375.0,8,10.7,386.0,516.0,173.0,2,25.3,1961,1961,301.0,174.0,475.0,66.0,276,23,59,1
18185,France,7801.4,2889.0,375.0,8,10.7,1148.0,1469.0,246.0,2,19.2,1961,1961,301.0,174.0,475.0,66.0,276,23,59,1
18187,France,7801.4,2889.0,375.0,8,10.7,225.0,454.0,1250.0,2,16.4,1975,1975,301.0,174.0,475.0,66.0,276,23,59,1
18190,France,7801.4,2889.0,375.0,8,10.7,539.0,2094.0,190.0,3,27.2,1978,1978,301.0,174.0,475.0,66.0,276,23,59,1
18192,France,7801.4,2889.0,375.0,8,10.7,0.0,5968.0,543.0,6,26.55,1978,1978,301.0,174.0,475.0,66.0,276,23,59,1
18193,France,7801.4,2889.0,375.0,8,10.7,2440.0,5440.0,1305.0,7,17.25,1980,1980,301.0,174.0,475.0,66.0,276,23,59,1
18194,France,7801.4,2889.0,375.0,8,10.7,58.0,3650.0,312.0,6,21.4,1980,1980,301.0,174.0,475.0,66.0,276,23,59,1
18197,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1328,1328,301.0,174.0,475.0,66.0,276,23,59,1
18200,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1340,1340,301.0,174.0,475.0,66.0,276,23,59,1
18204,France,7801.4,2889.0,375.0,8,10.7,320.0,3399.0,472.0,6,25.7,1351,1351,301.0,174.0,475.0,66.0,276,23,59,1
18210,France,7801.4,2889.0,375.0,8,10.7,6435.0,6171.0,1870.0,3,8.45,1369,1369,301.0,174.0,475.0,66.0,276,23,59,1
18211,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1382,1382,301.0,174.0,475.0,66.0,276,23,59,1
18218,France,7801.4,2889.0,375.0,8,10.7,83281.0,2551.0,460.0,3,1.5,1450,1450,301.0,174.0,475.0,66.0,276,23,59,1
18219,France,7801.4,2889.0,375.0,8,10.7,0.0,701.0,800.0,4,22.35,1495,1495,301.0,174.0,475.0,66.0,276,23,59,1
18221,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1495,1495,301.0,174.0,475.0,66.0,276,23,59,1
18223,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1503,1503,301.0,174.0,475.0,66.0,276,23,59,1
18225,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1509,1509,301.0,174.0,475.0,66.0,276,23,59,1
18227,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1511,1511,301.0,174.0,475.0,66.0,276,23,59,1
18228,France,7801.4,2889.0,375.0,8,10.7,83281.0,2551.0,460.0,3,1.5,1513,1513,301.0,174.0,475.0,66.0,276,23,59,1
18229,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1513,1513,301.0,174.0,475.0,66.0,276,23,59,1
18231,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1513,1513,301.0,174.0,475.0,66.0,276,23,59,1
18233,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1515,1515,301.0,174.0,475.0,66.0,276,23,59,1
18234,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1515,1515,301.0,174.0,475.0,66.0,276,23,59,1
18236,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1516,1516,301.0,174.0,475.0,66.0,276,23,59,1
18238,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1520,1520,301.0,174.0,475.0,66.0,276,23,59,1
18240,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1521,1521,301.0,174.0,475.0,66.0,276,23,59,1
18243,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1522,1522,301.0,174.0,475.0,66.0,276,23,59,1
18245,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1524,1524,301.0,174.0,475.0,66.0,276,23,59,1
18247,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1525,1525,301.0,174.0,475.0,66.0,276,23,59,1
18249,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1529,1529,301.0,174.0,475.0,66.0,276,23,59,1
18251,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1531,1531,301.0,174.0,475.0,66.0,276,23,59,1
18253,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1538,1538,301.0,174.0,475.0,66.0,276,23,59,1
18255,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1542,1542,301.0,174.0,475.0,66.0,276,23,59,1
18256,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1542,1542,301.0,174.0,475.0,66.0,276,23,59,1
18258,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1542,1542,301.0,174.0,475.0,66.0,276,23,59,1
18260,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1543,1543,301.0,174.0,475.0,66.0,276,23,59,1
18264,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1544,1544,301.0,174.0,475.0,66.0,276,23,59,1
18266,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1545,1545,301.0,174.0,475.0,66.0,276,23,59,1
18268,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1549,1549,301.0,174.0,475.0,66.0,276,23,59,1
18283,France,7801.4,2889.0,375.0,8,10.7,252.8,2881.0,779.0,3,21.9,1558,1558,301.0,174.0,475.0,66.0,276,23,59,1
18284,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1558,1558,301.0,174.0,475.0,66.0,276,23,59,1
18349,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1508,1508,301.0,174.0,475.0,66.0,276,23,59,1
18350,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1508,1508,301.0,174.0,475.0,66.0,276,23,59,1
18351,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1508,1508,301.0,174.0,475.0,66.0,276,23,59,1
18352,France,7801.4,2889.0,375.0,8,10.7,4964.0,1918.0,660.0,5,13.3,1508,1508,301.0,174.0,475.0,66.0,276,23,59,1
18353,France,7801.4,2889.0,375.0,8,10.7,451.0,1037.0,30.0,3,9.25,1542,1542,301.0,174.0,475.0,66.0,276,23,59,1
18354,France,7801.4,2889.0,375.0,8,10.7,440.0,2788.0,173.0,7,7.85,1542,1542,301.0,174.0,475.0,66.0,276,23,59,1
18355,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1548,1548,301.0,174.0,475.0,66.0,276,23,59,1
18357,France,7801.4,2889.0,375.0,8,10.7,66.5,1385.0,181.0,4,9.55,1568,1568,301.0,174.0,475.0,66.0,276,23,59,1
18358,France,7801.4,2889.0,375.0,8,10.7,0.0,359.0,325.0,3,8.65,1568,1568,301.0,174.0,475.0,66.0,276,23,59,1
18359,France,7801.4,2889.0,375.0,8,10.7,451.0,1037.0,30.0,3,9.25,1568,1568,301.0,174.0,475.0,66.0,276,23,59,1
18360,France,7801.4,2889.0,375.0,8,10.7,2439.0,3621.0,263.0,9,8.4,1568,1568,301.0,174.0,475.0,66.0,276,23,59,1
18366,France,7801.4,2889.0,375.0,8,10.7,2439.0,3621.0,263.0,9,8.4,1618,1618,301.0,174.0,475.0,66.0,276,23,59,1
18368,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1635,1635,301.0,174.0,475.0,66.0,276,23,59,1
18369,France,7801.4,2889.0,375.0,8,10.7,2254.0,2027.0,442.0,3,22.35,1635,1635,301.0,174.0,475.0,66.0,276,23,59,1
18370,France,7801.4,2889.0,375.0,8,10.7,451.0,1037.0,30.0,3,9.25,1635,1635,301.0,174.0,475.0,66.0,276,23,59,1
18372,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1635,1635,301.0,174.0,475.0,66.0,276,23,59,1
18375,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1639,1639,301.0,174.0,475.0,66.0,276,23,59,1
18376,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1648,1648,301.0,174.0,475.0,66.0,276,23,59,1
18377,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1650,1650,301.0,174.0,475.0,66.0,276,23,59,1
18379,France,7801.4,2889.0,375.0,8,10.7,451.0,1037.0,30.0,3,9.25,1654,1654,301.0,174.0,475.0,66.0,276,23,59,1
18380,France,7801.4,2889.0,375.0,8,10.7,2495.0,1673.0,400.0,3,5.7,1665,1665,301.0,174.0,475.0,66.0,276,23,59,1
18382,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1667,1667,301.0,174.0,475.0,66.0,276,23,59,1
18384,France,7801.4,2889.0,375.0,8,10.7,2439.0,3621.0,263.0,9,8.4,1672,1672,301.0,174.0,475.0,66.0,276,23,59,1
18385,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1672,1672,301.0,174.0,475.0,66.0,276,23,59,1
18386,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1672,1672,301.0,174.0,475.0,66.0,276,23,59,1
18388,France,7801.4,2889.0,375.0,8,10.7,2495.0,1673.0,400.0,3,5.7,1672,1672,301.0,174.0,475.0,66.0,276,23,59,1
18389,France,7801.4,2889.0,375.0,8,10.7,2254.0,2027.0,442.0,3,22.35,1672,1672,301.0,174.0,475.0,66.0,276,23,59,1
18390,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1675,1675,301.0,174.0,475.0,66.0,276,23,59,1
18391,France,7801.4,2889.0,375.0,8,10.7,2640.0,4431.0,665.0,7,24.65,1675,1675,301.0,174.0,475.0,66.0,276,23,59,1
18393,France,7801.4,2889.0,375.0,8,10.7,451.0,1037.0,30.0,3,9.25,1683,1683,301.0,174.0,475.0,66.0,276,23,59,1
18394,France,7801.4,2889.0,375.0,8,10.7,4964.0,1918.0,660.0,5,13.3,1683,1683,301.0,174.0,475.0,66.0,276,23,59,1
18395,France,7801.4,2889.0,375.0,8,10.7,310.0,1461.0,1432.0,4,5.8,1683,1683,301.0,174.0,475.0,66.0,276,23,59,1
18396,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,1689,1689,301.0,174.0,475.0,66.0,276,23,59,1
18401,France,7801.4,2889.0,375.0,8,10.7,2798.0,4862.0,1034.0,6,17.75,1718,1718,301.0,174.0,475.0,66.0,276,23,59,1
18403,France,7801.4,2889.0,375.0,8,10.7,440.0,2788.0,173.0,7,7.85,1733,1733,301.0,174.0,475.0,66.0,276,23,59,1
18404,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1733,1733,301.0,174.0,475.0,66.0,276,23,59,1
18405,France,7801.4,2889.0,375.0,8,10.7,7600.0,1932.0,538.0,6,13.45,1733,1733,301.0,174.0,475.0,66.0,276,23,59,1
18406,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1740,1740,301.0,174.0,475.0,66.0,276,23,59,1
18407,France,7801.4,2889.0,375.0,8,10.7,1290.0,639.0,746.0,2,24.8,1768,1768,301.0,174.0,475.0,66.0,276,23,59,1
18408,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1775,1775,301.0,174.0,475.0,66.0,276,23,59,1
18409,France,7801.4,2889.0,375.0,8,10.7,1250.0,2690.0,164.0,3,1.7,1792,1792,301.0,174.0,475.0,66.0,276,23,59,1
18415,France,7801.4,2889.0,375.0,8,10.7,451.0,1037.0,30.0,3,9.25,1798,1798,301.0,174.0,475.0,66.0,276,23,59,1
18420,France,7801.4,2889.0,375.0,8,10.7,7801.4,2889.0,375.0,8,10.7,1610,1610,301.0,174.0,475.0,66.0,276,23,59,1
18424,France,7801.4,2889.0,375.0,8,10.7,225.0,3967.0,414.0,8,8.8,1622,1622,301.0,174.0,475.0,66.0,276,23,59,1
18426,France,7801.4,2889.0,375.0,8,10.7,333.5,625.0,1086.0,5,10.55,1622,1622,301.0,174.0,475.0,66.0,276,23,59,1
18433,France,7801.4,2889.0,375.0,8,10.7,0.0,2171.0,143.0,7,9.75,1635,1635,301.0,174.0,475.0,66.0,276,23,59,1
18434,France,7801.4,2889.0,375.0,8,10.7,66.5,1385.0,181.0,4,9.55,1635,1635,301.0,174.0,475.0,66.0,276,23,59,1
