https://en.wikipedia.org/wiki/Gulf_War,1990,1991,"Kuwait,United States,United Kingdom,Saudi Arabia,France,Italy,Canada,Australia,Egypt,Syria,Qatar,Coalition Forces",Iraq,Gulf War,"Iraq,Kuwait,Saudi Arabia,Israel,Persian Gulf",19612,238051,1656615,650000,False,0
https://en.wikipedia.org/wiki/1990%E2%80%931998_Indonesian_military_operations_in_Aceh,1990,1998,Indonesia,Free Aceh Movement,1990–1998 Indonesian military operations in Aceh,"Aceh,Indonesia",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/DHKP/C_insurgency_in_Turkey,1990,Ongoing,Turkey,,DHKP/C insurgency in Turkey,Turkey,70,70,-1,-1,False,0
https://en.wikipedia.org/wiki/Rwandan_Civil_War,1990,1994,FPR,"Government of Rwanda,France,Zaire,Interahamwe,Impuzamugambi",Rwandan Civil War,Rwanda,1307520,1307520,20001,38501,False,0
https://en.wikipedia.org/wiki/Tuareg_rebellion_(1990%E2%80%931995),1990,1995,"Mali,Niger,Ganda Iso","Arab Islamic Front of Azawad,Popular Front for the Liberation of Azawad",Tuareg rebellion (1990–1995),"Mali,Niger",-1,-1,unknown,7000,False,0
https://en.wikipedia.org/wiki/1990_Mindanao_crisis,1990,1990,Philippines,Federal Republic of Mindanao,1990 Mindanao crisis,"Cagayan de Oro,Butuan,Iligan,Mindanao,Philippines",2,2,3103,30,False,0
https://en.wikipedia.org/wiki/Operation_Traira,1991,1991,"Brazil,Colombia",FARC,Operation Traira,"Amazonas state,Taraíra River",12,224,51,240,False,0
https://en.wikipedia.org/wiki/Ten-Day_War,1991,1991,Slovenia,SFR Yugoslavia,Ten-Day War,Slovenia,4887,205,22304,45204,False,0
https://en.wikipedia.org/wiki/1991%E2%80%931992_South_Ossetia_War,1991,1992,"South Ossetia,North Ossetian volunteers,Russia",Georgia,1991–1992 South Ossetia War,Tskhinvali Region,1003,1003,252,5901,False,0
https://en.wikipedia.org/wiki/Djiboutian_Civil_War,1991,1994,"Djibouti,France",Front for the Restoration of Unity and Democracy,Djiboutian Civil War,Djibouti,unknown,1002,25001,7500,False,0
https://en.wikipedia.org/wiki/Croatian_War_of_Independence,1991,1995,Croatia,"SFR Yugoslavia,Republic of Serbian Krajina,Republika Srpska",Croatian War of Independence,"Croatia,[A 7]",330055,300000,270037,195000,False,0
https://en.wikipedia.org/wiki/Sierra_Leone_Civil_War,1991,2002,"Sierra Leone,Kamajors,South African Mercenaries,ECOMOG Group,United Kingdom","Revolutionary United Front,Armed Forces Revolutionary Council,West Side Boys,Liberia",Sierra Leone Civil War,Sierra Leone,350035,350035,10996,20003,False,0
https://en.wikipedia.org/wiki/Algerian_Civil_War,1991,2002,Algerian government,Armed Islamic Group,Algerian Civil War,Algeria,150000,150000,664021,50021,False,0
