https://en.wikipedia.org/wiki/H%C5%8Dgen_Rebellion,1156,1156,,Emperor Sutoku,Hōgen Rebellion,"Kyōto,Japan",-1,-1,unknown,600,False,0
https://en.wikipedia.org/wiki/Heiji_Rebellion,1160,1160,Taira clan,Minamoto clan,Heiji Rebellion,"Kyōto,Japan",unknown,unknown,1,1,False,0
https://en.wikipedia.org/wiki/Norman_invasion_of_Ireland,1169,1175,Normandy,"Ulster,Mide,Leinster,Munster,Connacht",Norman invasion of Ireland,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Pandyan_Civil_War_(1169-1177),1169,1177,"Parakrama Pandyan II,Kingdom of Polonnaruwa",Chola dynasty,Pandyan Civil War (1169-1177),"Pandyan Kingdom,Chola empire,Polonnaruwa Kingdom",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Byzantine%E2%80%93Venetian_war_of_1171,1171,1172,Byzantium,Venice,Byzantine–Venetian war of 1171,,unknown,unknown,120,150,False,0
https://en.wikipedia.org/wiki/Revolt_of_1173%E2%80%9374,1173,1174,English,"Kingdom of France,Kingdom of Scotland,County of Flanders,County of Boulogne,Duchy of Brittany",Revolt of 1173–74,"England,Normandy,Scotland,Brittany,Flanders",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Battle_of_Montgisard,1177,1177,Kingdom of Jerusalem,Ayyubid Dynasty,Battle of Montgisard,"Gezer,Ramla",3705,unknown,14456,46002,False,0
https://en.wikipedia.org/wiki/Battle_of_Marj_Ayyun,1179,1179,Ayyubid Dynasty,Kingdom of Jerusalem,Battle of Marj Ayyun,"Marjayoun,Mount Lebanon,Principality of Galilee,Kingdom of Jerusalem",unknown,162,unknown,10002,False,0
https://en.wikipedia.org/wiki/Battle_of_Jacob%27s_Ford,1179,1179,Ayyubid Dynasty,Kingdom of Jerusalem,Battle of Jacob's Ford,Jacob's Ford,1580,unknown,1500,unknown,False,0
https://en.wikipedia.org/wiki/Genpei_War,1180,1185,Minamoto clan,Taira clan,Genpei War,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Battle_of_Belvoir_Castle,1182,1182,Kingdom of Jerusalem,Ayyubid Dynasty,Battle of Belvoir Castle,"Belvoir Fortress,Kingdom of Jerusalem",unknown,unknown,unknown,unknown,False,0
https://en.wikipedia.org/wiki/Battle_of_Al-Fule,1183,1183,Kingdom of Jerusalem,Ayyubid Dynasty,Battle of Al-Fule,"Merhavia,Jezreel Valley,Kingdom of Jerusalem,Afula,Israel",unknown,unknown,37300,unknown,False,0
https://en.wikipedia.org/wiki/Uprising_of_Asen_and_Peter,1185,1204,Bulgarian Empire,Byzantine Empire,Uprising of Asen and Peter,Balkan peninsula,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Battle_of_Cresson,1187,1187,Ayyubid Dynasty,Kingdom of Jerusalem,Battle of Cresson,"Nazareth,Principality of Galilee",3,unknown,532,7703,False,0
https://en.wikipedia.org/wiki/Battle_of_Hattin,1187,1187,Ayyubid Dynasty,"Kingdom of Jerusalem,County of Tripoli,Principality of Antioch",Battle of Hattin,"Horns of Hattin,Principality of Galilee",1039,15,57725,72050,False,0
