https://en.wikipedia.org/wiki/Capture_of_Portobello_(1601),1601,1601,['Spain'],['England'],Capture of Portobello (1601),"['Portobelo, Colón', 'Spanish Main', 'Panama']",56,2,103,207,False,1
https://en.wikipedia.org/wiki/Battle_of_Wenden_(1601),1601,1601,['Polish–Lithuanian Commonwealth'],['Sweden'],Battle of Wenden (1601),"['Wenden', 'Livonia', 'Latvia']",71,2317,1051,3001,False,1
https://en.wikipedia.org/wiki/Battle_of_Kokenhausen,1601,1601,['Polish–Lithuanian Commonwealth'],['Sweden'],Battle of Kokenhausen,"['Koknese', 'Livonia', 'Latvia']",300,5001,3009,4917,False,1
https://en.wikipedia.org/wiki/Siege_of_Rheinberg_(1601),1601,1601,"['Dutch Republic', 'England']",['Spain'],Siege of Rheinberg (1601),"['Rheinberg', 'Meurs', 'Germany']",400,3503,10000,8203,False,1
https://en.wikipedia.org/wiki/Siege_of_Ostend,1601,1601,"['United Provinces', 'England']",['Spanish Empire'],Siege of Ostend,"['Ostend', 'Belgium']",78014,130015,50000,80000,False,1
https://en.wikipedia.org/wiki/Battle_of_Gurusl%C4%83u,1601,1601,"['Wallachia', 'Habsburg Monarchy', 'Cossacks']","['Principality of Transylvania', 'Moldavia']",Battle of Guruslău,"['Principality of Transylvania', 'Guruslău', 'Hereclean', 'Romania']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Nagykanizsa,1601,1601,['Ottoman Empire'],"['Habsburg Austria', 'Holy Roman Empire', 'Kingdom of Hungary', 'Kingdom of Croatia', 'Papal States', 'Knights of Malta']",Siege of Nagykanizsa,"['Naģykanizsa', 'Ottoman Empire']",unknown,36004,9100,165043,False,1
https://en.wikipedia.org/wiki/Battle_of_Carinish,1601,1601,['Clan MacDonald of Sleat'],['Clan MacLeod'],Battle of Carinish,"['Carinish', 'North Uist']",unknown,38,15,40,False,1
https://en.wikipedia.org/w/index.php?title=Battle_at_Etzanoa&action=edit&redlink=1,1601,1601,none,none,Battle at Etzanoa,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Coire_Na_Creiche,1601,1601,['Clan MacDonald of Sleat'],['Clan MacLeod'],Battle of Coire Na Creiche,"['Cuillin', 'Skye']",unknown,unknown,unknown,unknown,False,1
https://en.wikipedia.org/wiki/Siege_of_Donegal,1601,1601,"['Kingdom of England', 'Kingdom of Ireland']",['Irish'],Siege of Donegal,"['Donegal', 'County Donegal']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Wolmar,1601,1601,['Sweden'],['Polish–Lithuanian Commonwealth'],Siege of Wolmar,"['Wolmar', 'Poland–Lithuania', 'Latvia']",-1,-1,1000,15050,False,1
https://en.wikipedia.org/wiki/Siege_of_%27s-Hertogenbosch_(1601),1601,1601,"['United Provinces', 'England']",['Spain'],Siege of 's-Hertogenbosch (1601),"[""'s-Hertogenbosch"", 'North Brabant', 'Netherlands']",-1,-1,27029,8514,False,1
https://en.wikipedia.org/wiki/Battle_of_Castlehaven,1601,1601,['England'],"['Spain', 'Irish']",Battle of Castlehaven,"['Castlehaven', 'County Cork']",161,268,10,6,False,1
https://en.wikipedia.org/wiki/Battle_of_Bantam,1601,1601,['Dutch Republic'],['Portuguese Empire'],Battle of Bantam,"['Bantam Bay', 'Indonesia']",unknown,3,5,8,False,1
https://en.wikipedia.org/wiki/Siege_of_Kinsale,1601,1601,"['England', 'Ireland']","['Irish', 'Spain']",Siege of Kinsale,"['Kinsale', 'County Cork']",6004,4711,12658,9505,False,1
https://en.wikipedia.org/wiki/Battle_of_Morar,1602,1602,"['Clan Mackenzie', 'Clan Ross']",['Clan MacDonald of Glengarry'],Battle of Morar,"['Morar', 'Mallaig']",4,unknown,1882,unknown,False,1
https://en.wikipedia.org/wiki/Battle_of_Kinsale,1602,1602,"['England', 'Ireland']","['Irish', 'Spain']",Siege of Kinsale,"['Kinsale', 'County Cork']",6004,4711,12658,9505,False,1
https://en.wikipedia.org/wiki/Siege_of_Fellin,1602,1602,['Sweden'],['Polish–Lithuanian Commonwealth'],Siege of Fellin,"['Fellin', 'Estonia']",-1,-1,800,5000,False,1
https://en.wikipedia.org/wiki/Siege_of_Weissenstein,1602,1602,['Sweden'],['Polish–Lithuanian Commonwealth'],Siege of Weissenstein,"['Weissenstein', 'Estonia']",-1,-1,700,2000,False,1
https://en.wikipedia.org/wiki/Burning_of_Dungannon,1602,1602,none,none,Burning of Dungannon,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Sesimbra_Bay,1602,1602,"['Spain', 'Portugal under Philip of Spain']",['England'],Battle of Sesimbra Bay,"['Sesimbra Bay', 'Portugal']",807,46,12,7,False,1
https://en.wikipedia.org/wiki/Battle_of_Reval_(1602),1602,1602,['Sweden'],['Polish–Lithuanian Commonwealth'],Battle of Reval (1602),"['Reval', 'Estonia']",200,200,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Dunboy,1602,1602,"['Kingdom of England', 'Kingdom of Ireland']",['Irish'],Siege of Dunboy,"['Dunboy Castle', 'Beara Peninsula']",-1,-1,9005,147,False,1
https://en.wikipedia.org/wiki/Battle_of_the_Narrow_Seas,1602,1602,non-state,non-state,Battle of the Narrow Seas,"['Strait of Dover', 'English Channel']",2008,unknown,3206,9,False,1
https://en.wikipedia.org/wiki/L%27Escalade,1602,1602,none,none,L'Escalade,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Glen_Fruin,1603,1603,['Clan Gregor'],['Clan Colquhoun'],Battle of Glen Fruin,"['Glen Fruin', 'Scotland']",2,340,700,1400,False,1
https://en.wikipedia.org/wiki/Battle_of_Puerto_Caballos_(1603),1603,1603,non-state,non-state,Battle of Puerto Caballos (1603),"['Puerto Caballos', 'Royal Audiencia of Guatemala', 'Honduras']",239,36,105,412,False,1
https://en.wikipedia.org/w/index.php?title=Battle_of_Wesenberg_(1603)&action=edit&redlink=1,1603,1603,none,none,Battle of Wesenberg (1603),[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Raid_on_Santiago_de_Cuba_(1603),1603,1603,['Spain'],['England'],Raid on Santiago de Cuba (1603),"['Santiago de Cuba', 'Cuba']",4,unknown,unknown,204,False,1
https://en.wikipedia.org/wiki/Battle_of_Sluis_(1603),1603,1603,['United Provinces'],['Spain'],Battle of Sluis (1603),"['Sluis', 'Netherlands']",776,1219,12,1153,False,1
https://en.wikipedia.org/wiki/Battle_of_Bra%C8%99ov,1603,1603,"['Habsburg Monarchy', 'Wallachia']",['Principality of Transylvania'],Battle of Brașov,['Brașov'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Capture_of_Tabriz,1603,1603,['Safavid Empire'],['Ottoman Empire'],Capture of Tabriz,"['Tabriz', 'Iran']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Urmia_(1604),1604,1604,['Safavid Empire'],['Ottoman Empire'],Battle of Urmia (1604),['Urmia'],unknown,unknown,70000,90000,False,1
https://en.wikipedia.org/w/index.php?title=Battle_of_Lje%C5%A1kopolje&action=edit&redlink=1,1604,1604,none,none,Battle of Lješkopolje,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Sluis_(1604),1604,1604,"['Dutch Republic', 'England']",['Spain'],Siege of Sluis (1604),"['Sluis', 'Spanish Netherlands', 'Netherlands']",802,9394,11001,19206,False,1
https://en.wikipedia.org/wiki/Battle_of_the_Gulf_of_Cadiz_(1604),1604,1604,['Spain'],['England'],Battle of the Gulf of Cadiz (1604),['Gulf of Cadiz'],1,102,2,2,False,1
https://en.wikipedia.org/wiki/Battle_of_Weissenstein,1604,1604,['Sweden'],['Polish–Lithuanian Commonwealth'],Battle of Weissenstein,"['Weissenstein', 'Estonia']",3037,154,5007,2301,False,1
https://en.wikipedia.org/wiki/Battle_of_Novhorod-Siverskyi,1604,1604,non-state,['Tsardom of Russia'],Battle of Novhorod-Siverskyi,"['Novhorod-Siverskyi', 'Ukraine']",unknown,4,15,566,False,1
https://en.wikipedia.org/wiki/Battle_of_Dobrynichi,1605,1605,non-state,['Tsardom of Russia'],Battle of Dobrynichi,['Dobrynichi'],8000,6000,23000,20000,False,1
https://en.wikipedia.org/wiki/Battle_of_Kircholm,1605,1605,"['Polish-Lithuanian Commonwealth', 'Duchy of Courland']","['Kingdom of Sweden', 'German', 'Scottish', 'Dutch', 'mercenaries']",Battle of Kircholm,"['Kircholm', 'Salaspils', 'Latvia']",366,15602,7270,21812,False,1
https://en.wikipedia.org/wiki/Siege_of_Kandahar_(1605%E2%80%9306),1605,1605,['Safavid Empire'],['Mughal Empire'],Siege of Kandahar (1605–06),"['Kandahar', 'Mughal Empire']",-1,-1,50000,50000,False,1
https://en.wikipedia.org/wiki/Battle_of_Udycz,1606,1606,['Polish–Lithuanian Commonwealth'],['Crimean Tatars'],Battle of Udycz,"['Udych river', 'Vinnytsia Oblast', 'Ukraine']",-1,-1,10000,10000,False,1
https://en.wikipedia.org/wiki/Siege_of_Malacca_(1606),1606,1606,['Portugal'],"['Dutch Republic', 'Johor Sultanate']",Siege of Malacca (1606),['Portuguese Malacca'],unknown,unknown,165,1511,False,1
https://en.wikipedia.org/wiki/Battle_of_Cape_Rachado,1606,1606,['Portuguese Empire'],"['Dutch Republic', 'East India Company']",Battle of Cape Rachado,['Portuguese Malacca'],502,152,20,11,False,1
https://en.wikipedia.org/w/index.php?title=Battle_of_Gol&action=edit&redlink=1,1606,1606,none,none,Battle of Gol,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Groenlo_(1606)#Spinola.27s_siege,1606,1606,['Spain'],['United Provinces'],Siege of Groenlo (1606),"['Groenlo', 'Gelderland', 'Netherlands']",-1,-1,15000,2700,False,1
https://en.wikipedia.org/wiki/Battle_of_Gibraltar_(1607),1607,1607,['Dutch Republic'],['Spain'],Battle of Gibraltar (1607),['Bay of Gibraltar'],160,4386,26,22,False,1
https://en.wikipedia.org/wiki/Battle_of_Guz%C3%B3w,1607,1607,non-state,non-state,Battle of Guzów,"['Guzów', 'Polish–Lithuanian Commonwealth']",200,200,10600,12324,False,1
https://en.wikipedia.org/wiki/Battle_of_Kozelsk,1607,1607,['False Dmitry II'],['Muscovite Tsardom'],Battle of Kozelsk,['Kozelsk'],unknown,unknown,3,unknown,False,1
https://en.wikipedia.org/wiki/Raid_on_Bone,1607,1607,['Tuscany'],['Deylik of Algiers'],Raid on Bone,"['Annaba', 'Algeria']",48,1934,-1,-1,False,1
https://en.wikipedia.org/w/index.php?title=Battle_of_Ebenat&action=edit&redlink=1,1608,1608,none,none,Battle of Ebenat,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Bolkhov,1608,1608,['False Dmitry II'],['Muscovite Tsardom'],Battle of Bolkhov,['Bolkhov'],2,20,13,30,False,1
