https://en.wikipedia.org/wiki/Second_Muscovite%E2%80%93Lithuanian_War,1500,1503,Grand Duchy of Moscow,Grand Duchy of Lithuania,Second Muscovite–Lithuanian War,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Battle_of_Hemmingstedt,1500,1500,Dithmarschen,"Kalmar Union,Denmark",Battle of Hemmingstedt,Hemmingstedt,61,7360,1500,12000,False,0
https://en.wikipedia.org/wiki/Dano-Swedish_War_(1501%E2%80%931512),1501,1512,"Sweden,Free City of Lübeck","Kalmar Union,Denmark,Norway",Dano-Swedish War (1501–1512),,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Persian%E2%80%93Uzbek_wars,1502,1510,"Persian Empire,Timurid Empire",Shaybanid dynasty,Persian–Uzbek wars,Greater Khorasan,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Guelders_Wars,1502,1543,Holy Roman Empire,Guelders,Guelders Wars,,unknown,unknown,-1,-1,False,0
https://en.wikipedia.org/wiki/War_of_the_Succession_of_Landshut,1503,1505,,Electorate of the Palatinate,War of the Succession of Landshut,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Portuguese%E2%80%93Mamluk_naval_war,1505,1517,Portugal,"Mamluk Sultanate,Ottoman Empire",Portuguese–Mamluk naval war,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Third_Muscovite%E2%80%93Lithuanian_War,1507,1508,"Grand Duchy of Lithuania,Kingdom of Poland","Grand Duchy of Moscow,Michael Glinski",Third Muscovite–Lithuanian War,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/War_of_the_League_of_Cambrai,1508,1516,"Papal States,France,Holy Roman Empire,Spain,Duchy of Ferrara,France,Duchy of Ferrara,Venice,France,Scotland,Duchy of Ferrara","Venice,Papal States,Venice,Papal States,Venice,Spain,Holy Roman Empire,England,Swiss mercenaries,Papal States,Spain,Holy Roman Empire,England,Duchy of Milan,Swiss mercenaries",War of the League of Cambrai,"Italy,France,England,Spain",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Battle_of_Diu,1509,1509,Portuguese Empire,"Gujarat Sultanate,Mamlûk Sultanate,Kozhikode Zamorin Raja,Ottoman Empire,Republic of Venice,Republic of Ragusa",Battle of Diu,Diu,333,1330,1223,9722,False,0
https://en.wikipedia.org/wiki/Ottoman_Civil_War_(1509%E2%80%9313),1509,1512,"Selim I,Bayezid II,Janissaries",,Ottoman Civil War (1509–13),,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Prince_of_Anhua_rebellion,1510,1510,Ming dynasty,Prince of Anhua,Prince of Anhua rebellion,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Hvar_rebellion,1510,1514,Republic of Venice,Hvar rebels,Hvar rebellion,"Dalmatian,Hvar,Hvar",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Portuguese_conquest_of_Goa,1510,1510,Portuguese Empire,"Bijapur Sultanate,Ottoman Empire",Portuguese conquest of Goa,"Goa,India",555,6800,8566,50213,False,0
https://en.wikipedia.org/wiki/Friulian_revolt_of_1511,1511,1511,,,Friulian revolt of 1511,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/%C5%9Eahkulu_rebellion,1511,1511,Ottoman Empire,,Şahkulu rebellion,"Teke Peninsula,[1]",-1,-1,unknown,8004,False,0
