https://en.wikipedia.org/wiki/First_Sudanese_Civil_War,18 August 1955,27 March 1972,"SSLM,AZL,Anyanya","Republic of the Sudan,Democratic Republic of the Sudan",First Sudanese Civil War,Southern Sudan,500036,500036,52955,37984,False,0
https://en.wikipedia.org/wiki/Vietnam_War,1 November 1955,30 April 1975,"North Vietnam,FNL,Khmer Rouge,Khmer Issarak,Pathet Lao,China,North Korea,Soviet Union,Cuba,Czechoslovakia,East Germany,Poland,Hungary,Bulgaria,Romania,Sweden","South Vietnam,United States,South Korea,Thailand,Australia,New Zealand,Laos,Khmer Republic,Philippines,Turkey,Spain,Taiwan,Brazil,Japan,Iran,Malaysia,West Germany,United Kingdom",Vietnam War,"South Vietnam,North Vietnam,Cambodia,Laos,South China Sea,Gulf of Thailand",951895,1340000,860000,1973320000,False,0
https://en.wikipedia.org/wiki/Pozna%C5%84_1956_protests,28 June 1956,30 June 1956,Poland,,Poznań 1956 protests,"Poznań,Polish People's Republic",759,11,100001,10391,False,0
https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1956,23 October 1956,11 November 1956,"Soviet Union,State Protection Authority",Hungarian,Hungarian Revolution of 1956,Hungarian People's Republic,2264,18503,32681,unknown,False,0
https://en.wikipedia.org/wiki/Suez_Crisis,29 October 1956,7 November 1956,"Israel,United Kingdom,France",Egypt,Suez Crisis,"Gaza Strip,Egypt,Sinai,Suez Canal",1155,46000,254317,300009,False,0
https://en.wikipedia.org/wiki/Qu%E1%BB%B3nh_L%C6%B0u_Uprising,2 November 1956,14 November 1956,North Vietnam,,Quỳnh Lưu Uprising,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Ifni_War,23 October 1957,30 June 1958,"Spain,France",Morocco,Ifni War,"Spanish Sahara,Ifni,Morocco",961,1008,30750,30006,False,0
https://en.wikipedia.org/wiki/1958_Lebanon_crisis,15 July 1958,25 October 1958,"Lebanon,United States","INM,LCP,PSP",1958 Lebanon crisis,"Port of Beirut,Beirut Intl. Airport",1000,5000,-1,-1,False,0
https://en.wikipedia.org/wiki/North_Vietnamese_invasion_of_Laos,December 1958,September 1959,North Vietnam,Laos,North Vietnamese invasion of Laos,Kingdom of Laos,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Mexico%E2%80%93Guatemala_conflict,30 December 1958,15 September 1959,Guatemala,Mexico,Mexico–Guatemala conflict,Guatemala-Mexico border,17,unknown,8,53,False,0
https://en.wikipedia.org/wiki/1959_Mosul_uprising,7 March 1959,11 March 1959,Iraq,,1959 Mosul uprising,"Mosul,Iraq",2430,2430,-1,-1,False,0
https://en.wikipedia.org/wiki/Spirit_Soldier_rebellion_(1959),1959,1959,China,,Spirit Soldier rebellion (1959),Henan,-1,-1,1200,unknown,False,0
https://en.wikipedia.org/wiki/1959_Tibetan_uprising,10 March 1959,23 March 1959,China,"Tibet,Chushi Gangdruk",1959 Tibetan uprising,"Lhasa,Tibet Area",172000,2005,-1,-1,False,0
https://en.wikipedia.org/wiki/Laotian_Civil_War,23 May 1959,2 December 1975,"Pathet Lao,North Vietnam,Soviet Union,China","Laos,United States,Thailand,South Vietnam,Philippines,Taiwan",Laotian Civil War,Laos,15005,3006,118887,59938,False,0
https://en.wikipedia.org/wiki/Escambray_Rebellion,1959,1965,Cuba,,Escambray Rebellion,"Escambray Mountains,Cuba",10000,7077,12007,250007,False,0
https://en.wikipedia.org/wiki/1959_Viqueque_rebellion,1959,1959,Portugal,,1959 Viqueque rebellion,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Basque_conflict,31 July 1959,20 October 2011,"Spain,GAL,AAA,BVE,France","ETA,Basque National Liberation Movement,Iparretarrak",Basque conflict,"Basque Country,Spain,France",4553,unknown,-1,-1,False,0
https://en.wikipedia.org/wiki/1960_Ethiopian_coup_attempt,1960,1960,Ethiopia,Kebur Zabangna,1960 Ethiopian coup attempt,"Addis Ababa,Ethiopian Empire",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Bajaur_Campaign,1960,1961,Pakistan,Afghanistan,Bajaur Campaign,Bajaur,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/1960%E2%80%9361_campaign_at_the_China%E2%80%93Burma_border,1960,1961,"China,Burma",National Revolutionary Army,1960–61 campaign at the China–Burma border,"China–Burma border,Shan State",741,1058,10000,6700,False,0
https://en.wikipedia.org/wiki/Congo_Crisis,1960,1965,"Republic of the Congo,Soviet Union,ONUC,Ghana,Tunisia,Morocco,Ethiopian Empire,Ireland,Guinea,Sweden,Mali,Sudan,Liberia,Canada,India,Indonesia,United Arab Republic,Democratic Republic of the Congo,United States,Belgium","Katanga,South Kasai,Belgium,France,Union of South Africa,Rhodesia,Simba and Kwilu rebels,Soviet Union,China,Cuba",Congo Crisis,Republic of the Congo,100000,100000,-1,-1,False,0
https://en.wikipedia.org/wiki/Katanga_insurgency,1960,Ongoing,"Democratic Republic of the Congo,MONUSCO,Benin,Egypt","Mai Mai Gédéon,CORAK,CPK,FDLR,Mai Mai Yakutumba",Katanga insurgency,Democratic Republic of the Congo,unknown,unknown,1258,1014,False,0
https://en.wikipedia.org/wiki/Guatemalan_Civil_War,13 November 1960,29 December 1996,Guatemala,URNG,Guatemalan Civil War,Guatemala,39,39,14485,938572,False,0
https://en.wikipedia.org/wiki/South_Thailand_insurgency,1960,Ongoing,Thailand,"National Revolution Front,Runda Kumpulan Kecil,Pattani Islamic Mujahideen Movement,United Mujahideen Front of Pattani,Islamic Front for the Liberation of Pattani,Patani United Liberation Organisation,Jemaah Islamiyah,BNPP",South Thailand insurgency,"Southern Thailand,Songkhla,Pattani,Yala,Narathiwat",208,208,1,1,False,0
https://en.wikipedia.org/wiki/Nicaraguan_Revolution,1961,1990,FSLN,"Contras,Nicaragua",Nicaraguan Revolution,Nicaragua,43000,43000,-1,-1,False,0
https://en.wikipedia.org/wiki/First_Iraqi%E2%80%93Kurdish_War,1961,1970,KDP,"Iraq,Syria",First Iraqi–Kurdish War,"Kurdistan,Iraqi Republic (1958–68),Baathist Iraq",unknown,10006,35001,54007,False,0
https://en.wikipedia.org/wiki/Bay_of_Pigs_Invasion,1961,1961,Cuba,United States,Bay of Pigs Invasion,"Bay of Pigs,Cuba",3248,4257,234527,1707,False,0
https://en.wikipedia.org/wiki/Bizerte_crisis,1961,1961,France,Tunisia,Bizerte crisis,"Bizerte,Tunisia",153,2185,7003,11,False,0
https://en.wikipedia.org/wiki/List_of_wars:_1945%E2%80%931989#cite_note-19,1961,1962,France,OAS,,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Operation_Trikora,1961,1962,Indonesia,Netherlands,Operation Trikora,Western New Guinea,97,10,27743,12411,False,0
https://en.wikipedia.org/wiki/Eritrean_War_of_Independence,1961,1991,"EPLF,ELF","Ethiopia,Cuba,Soviet Union,South Yemen",Eritrean War of Independence,Eritrea,150062,31,120230,341000,False,0
https://en.wikipedia.org/wiki/Indian_annexation_of_Goa,1961,1961,India,Portugal,Indian annexation of Goa,"Goa, Daman and Diu,Portuguese India,surrounding sea",23,4769,45058,3504,False,0
https://en.wikipedia.org/wiki/Angolan_War_of_Independence,1961,1975,"FNLA,UNITA,MPLA,FLEC","Portugal,South Africa",Angolan War of Independence,Angola,10024,19691,90000,65000,False,0
https://en.wikipedia.org/wiki/1961_revolt_in_Somalia,1961,1961,Somalia,,1961 revolt in Somalia,"Hargeisa,Burao,Somalia,Somaliland",unknown,1,unknown,24,False,0
https://en.wikipedia.org/wiki/Rebellion_of_the_Pilots,1961,1961,,,Rebellion of the Pilots,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Tuareg_rebellion_(1962%E2%80%9364),1962,1964,Mali,Tuareg,Tuareg rebellion (1962–64),Mali,-1,-1,7000,1500,False,0
https://en.wikipedia.org/wiki/1962_Burmese_coup_d%27%C3%A9tat,1962,1962,Burmese military,Burma,1962 Burmese coup d'état,Rangoon,3,3,-1,-1,False,0
https://en.wikipedia.org/wiki/North_Yemen_Civil_War,1962,1970,"Yemen Arab Republic,Egypt","Mutawakkilite Kingdom of Yemen,Saudi Arabia,Jordan,United Kingdom",North Yemen Civil War,,1017,26010,220015,133013,False,0
https://en.wikipedia.org/wiki/El_Carupanazo,1962,1962,Venezuela,,El Carupanazo,"Carúpano,Venezuela",456,456,-1,-1,False,0
https://en.wikipedia.org/wiki/El_Porte%C3%B1azo,1962,1962,Venezuela,,El Porteñazo,Venezuela,1101,1101,-1,-1,False,0
https://en.wikipedia.org/wiki/Sino-Indian_War,1962,1962,China,India,Sino-Indian War,"Aksai Chin,North-East Frontier Agency,Assam",2438,17539,80007,22008,False,0
https://en.wikipedia.org/wiki/Brunei_revolt,1962,1962,"United Kingdom,Brunei,Malaya","North Borneo Federation,Indonesia",Brunei revolt,Brunei,6,3440,8000,4000,False,0
https://en.wikipedia.org/wiki/Communist_insurgency_in_Sarawak,1962,1990,"United Kingdom,Malaysia,Sarawak,Indonesia",North Kalimantan Communist Party,Communist insurgency in Sarawak,"Sarawak,Malaysia",2247,1380,14533,1637,False,0
https://en.wikipedia.org/wiki/Dhofar_Rebellion,1962,1976,"Oman,Iran,United Kingdom,Jordan","DLF,PFLOAG,NDFLOAG,PFLO",Dhofar Rebellion,"Dhofar Province,Oman",2960,3407,16808,6005,False,0
https://en.wikipedia.org/wiki/1963_Argentine_Navy_revolt,1963,1963,"Army,Air Force",Navy,1963 Argentine Navy revolt,Argentina,41,29,-1,-1,False,0
https://en.wikipedia.org/wiki/Sand_War,1963,1963,Morocco,Algeria,Sand War,"Tindouf,Figuig",311,1013,-1,-1,False,0
https://en.wikipedia.org/wiki/Ramadan_Revolution,1963,1963,,"Iraq,Iraqi Communist Party",Ramadan Revolution,Republic of Iraq,101,80,-1,-1,False,0
https://en.wikipedia.org/wiki/Ar-Rashid_revolt,1963,1963,Iraqi Government,"Iraqi Communist Party,Iraqi Army",Ar-Rashid revolt,"Baghdad,Republic of Iraq",unknown,1,34000,2300,False,0
https://en.wikipedia.org/wiki/November_1963_Iraqi_coup_d%27%C3%A9tat,1963,1963,,,November 1963 Iraqi coup d'état,",Republic of Iraq",251,251,34000,34000,False,0
https://en.wikipedia.org/wiki/1963_Syrian_coup_d%27%C3%A9tat,1963,1963,,Syria,1963 Syrian coup d'état,Syria,821,821,-1,-1,False,0
https://en.wikipedia.org/wiki/Indonesia%E2%80%93Malaysia_confrontation,1963,1966,"Malaysia,United Kingdom,Australia,New Zealand",Indonesia,Indonesia–Malaysia confrontation,"Malay Peninsula,Borneo",248,1604,-1,-1,False,0
https://en.wikipedia.org/wiki/Shifta_War,1963,1967,Kenya,Somalia,Shifta War,North Eastern Province,4201,4201,-1,-1,False,0
https://en.wikipedia.org/wiki/Bale_revolt,1963,1970,Ethiopia,"Oromo,Somali",Bale revolt,"Bale Province,Ethiopia",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Guinea-Bissau_War_of_Independence,1963,1974,PAIGC,Portugal,Guinea-Bissau War of Independence,"Guinea-Bissau,Portuguese Guinea",6016,5899,10000,32000,False,0
https://en.wikipedia.org/wiki/Aden_Emergency,1963,1967,"NLF,FLOSY","United Kingdom,Federation of South Arabia",Aden Emergency,"Western,Eastern,Aden Protectorate,Middle East",774,2099,48506,unknown,False,0
https://en.wikipedia.org/wiki/1964_Brazilian_coup_d%27%C3%A9tat,1964,1964,"Brazilian Armed Forces,Brazilian Army,Brazilian Navy,Brazilian Air Force,United States",Brazilian Government,1964 Brazilian coup d'état,Brazil,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/1964_Ethiopian%E2%80%93Somali_Border_War,1964,1964,Ethiopia,Somalia,1964 Ethiopian–Somali Border War,"Ogaden,Ethiopia",-1,-1,2400172,6005,False,0
https://en.wikipedia.org/wiki/Simba_rebellion,1964,1964,"Belgium,United States",,Simba rebellion,"Democratic Republic of the Congo,Uganda,Sudan",100000,100000,29822,200,False,0
https://en.wikipedia.org/wiki/Rhodesian_Bush_War,1964,1979,"ZANU,FRELIMO,ZAPU,MK","Rhodesia,Zimbabwe Rhodesia",Rhodesian Bush War,"Rhodesia,Zimbabwe,[n 2],Zambia,Mozambique",1135,10016,59825,45526,False,0
https://en.wikipedia.org/wiki/FULRO_insurgency_against_Vietnam,1964,1992,"North Vietnam,Viet Cong,South Vietnam,Vietnam",United Front for the Liberation of Oppressed Races,FULRO insurgency against Vietnam,"South Vietnam,North Vietnam,Cambodia",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Colombian_conflict_(1964%E2%80%93present),1964,Ongoing,Colombia,"FARC,ELN,EPL,IRAFP,MOEC,MAQL,ERC,GRA,PRT",Colombian conflict (1964–present),Colombia,56,380,112,90,False,0
https://en.wikipedia.org/wiki/Mozambican_War_of_Independence,1964,1974,FRELIMO,Portugal,Mozambican War of Independence,Mozambique,unknown,10000,35077,222010,False,0
https://en.wikipedia.org/wiki/Insurgency_in_Northeast_India,1964,Ongoing,India,"NSCN,PREPAK,ULFA,ATTF",Insurgency in Northeast India,"Northeast India,Assam,Manipur,Nagaland,Tripura,Meghalaya,Mizoram,West Bengal,Bhutan",275,1204,40,3030,False,0
https://en.wikipedia.org/wiki/Zanzibar_Revolution,1964,1964,Umma Party,Zanzibar,Zanzibar Revolution,Zanzibar,26292,26292,1403,unknown,False,0
https://en.wikipedia.org/wiki/30_September_Movement,1965,1965,Indonesia,Communist Party of Indonesia,30 September Movement,"Indonesia,Java,Jakarta",unknown,unknown,-1,-1,False,0
https://en.wikipedia.org/wiki/Dominican_Civil_War,1965,1965,United States,,Dominican Civil War,"Santo Domingo,Dominican Republic,[1]",2574,610,46675,6506,False,0
https://en.wikipedia.org/wiki/American_occupation_of_the_Dominican_Republic_(1965%E2%80%9366),1965,1966,"United States,Brazil,Honduras,Paraguay,Nicaragua,Costa Rica,El Salvador",Dominican Republic,American occupation of the Dominican Republic (1965–66),"Santo Domingo,Dominican Republic,[1]",2574,610,46675,6506,False,0
https://en.wikipedia.org/wiki/Indo-Pakistani_War_of_1965,1965,1965,India,Pakistan,Indo-Pakistani War of 1965,"Indo-Pakistani border,Line of Control,Working Boundary,Radcliffe Line,Sir Creek,Zero-Point,Arabian sea,India–East Pakistan border",19342,15274,703566,263247,False,0
https://en.wikipedia.org/wiki/Communist_insurgency_in_Thailand,1965,1983,Thailand,Communist party of Thailand,Communist insurgency in Thailand,"Thailand,northeast Thailand",2123,4962,197972,26009,False,0
https://en.wikipedia.org/wiki/Chadian_Civil_War_(1965%E2%80%9379),1965,1979,"FROLINAT,GUNT,Libya","Chad,France",Chadian Civil War (1965–79),Chad,-1,-1,5003,13031,False,0
https://en.wikipedia.org/wiki/Stanleyville_mutinies,1966,1967,Democratic Republic of the Congo,,Stanleyville mutinies,,-1,-1,-1,-1,False,0
