https://en.wikipedia.org/wiki/Crusaders_(guerrilla),8 May 1945,1950,Yugoslavia,Crusaders,Crusaders (guerrilla),,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/1945_Hazara_Rebellion,November 1945,Spring 1946,Kingdom of Afghanistan,Hazara,1945 Hazara Rebellion,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Indonesian_National_Revolution,17 August 1945,27 December 1949,Indonesia,"Netherlands,United Kingdom,Japan",Indonesian National Revolution,Indonesia,98492,8515,101511,127007,False,0
https://en.wikipedia.org/wiki/Iran_crisis_of_1946,15 November 1945,15 December 1946,"Iran,United States,United Kingdom","Mahabad,Soviet Union",Iran crisis of 1946,Iran,1,unknown,unknown,12752,False,0
https://en.wikipedia.org/wiki/Greek_Civil_War,30 March 1946,16 October 1949,"Kingdom of Greece,Hellenic Army,United States,United Kingdom","Provisional Democratic Government,Democratic Army of Greece,NOF partisans,Yugoslavia,Bulgaria,Albania,Soviet Union",Greek Civil War,Greece,83757,73693,436263,100000,False,0
https://en.wikipedia.org/wiki/Hukbalahap_rebellion,4 July 1946,17 May 1954,"Philippines,United States",Hukbalahap,Hukbalahap rebellion,Central Luzon,-1,-1,52788,12800,False,0
https://en.wikipedia.org/wiki/Autumn_Uprising_of_1946,September 1946,November 1946,United States Army Military Government in Korea,,Autumn Uprising of 1946,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Punnapra-Vayalar_uprising,October 1946,October 1946,,Communist Party of India,Punnapra-Vayalar uprising,"Vayalar,Travancore,Princely State",40,1000,-1,-1,False,0
https://en.wikipedia.org/wiki/First_Indochina_War,19 December 1946,1 August 1954,"Viet Minh,Pathet Lao,Khmer Issarak,United Issarak Front,Japanese holdouts,Soviet Union,China,East Germany,Poland","French Union,United States",First Indochina War,"French Indochina,Tonkin",666690,134500,450000,395000,False,0
https://en.wikipedia.org/wiki/Paraguayan_Civil_War_(1947),7 March 1947,20 August 1947,"Paraguayan Government,Colorado Party","Liberal Party,PRF,PCP",Paraguayan Civil War (1947),Paraguay,-1,-1,20000,3000,False,0
https://en.wikipedia.org/wiki/1947_Poonch_Rebellion,June 1947,October 1947,"Muslim Conference,Pakistan","Hari Singh,Dogra",1947 Poonch Rebellion,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Integration_of_Junagadh,1947,1947,India,Junagadh,Integration of Junagadh,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Romanian_anti-communist_resistance_movement,1947,1962,"Romania,Soviet Union",,Romanian anti-communist resistance movement,Romania,unknown,2000,1,10000,False,0
https://en.wikipedia.org/wiki/Indo-Pakistani_War_of_1947,22 October 1947,5 January 1949,,,Indo-Pakistani War of 1947,Jammu and Kashmir,4388,20099,-1,-1,False,0
https://en.wikipedia.org/wiki/Malagasy_Uprising,29 March 1947,November 1948,France,,Malagasy Uprising,Madagascar,590,unknown,51895,2002,False,0
https://en.wikipedia.org/wiki/1947%E2%80%9348_Civil_War_in_Mandatory_Palestine,29 November 1947,14 May 1948,"Jews of Palestine,Haganah,Irgun,Lehi","Arabs of Palestine,Army of the Holy War,Arab Liberation Army",1947–48 Civil War in Mandatory Palestine,Mandatory Palestine,2916,994,50001,unknown,False,0
https://en.wikipedia.org/wiki/Afghan_tribal_revolts_of_1944%E2%80%931947#Aftermath,1948[2] or 1947[3],1949,Afghanistan,Safi,Afghan tribal revolts of 1944–1947,Kingdom of Afghanistan,4005,500,111947,73007,False,0
https://en.wikipedia.org/wiki/Costa_Rican_Civil_War,12 March 1948,24 April 1948,National Liberation Army,Government of Costa Rica,Costa Rican Civil War,Costa Rica,2000,2000,-1,-1,False,0
https://en.wikipedia.org/wiki/Internal_conflict_in_Burma,2 April 1948,Ongoing,"AFPFL,Military,BSPP,SPDC,USDP,DKBA","KNU,KNLA,DKBA,Mujahideen,Communist Party,Red flags,MNDAA,NDAA,SSA,SSAS,SSAN,SSNA,WNA,UWSP,UWSA,KIO,KIA,PNO,MTA,ABSDF,SSVF,RNA,TNLA,ROC,Thailand,Indonesia,United States,PRC",Internal conflict in Burma,Myanmar,144,144,20000,21500,False,0
https://en.wikipedia.org/wiki/Korean_conflict,May 1949,25 June 1950,"South Korea,United States","North Korea,China,Soviet Union",Korean conflict,Korean Peninsula,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Jeju_uprising,3 April 1948,May 1949,South Korea,,Jeju uprising,"Jeju Island,South Korea",192,unknown,-1,-1,False,0
https://en.wikipedia.org/wiki/La_Violencia,9 April 1948,1958,"Government of Colombia,Conservative Party",Liberal Party,La Violencia,Colombia,14705,17006,-1,-1,False,0
https://en.wikipedia.org/wiki/1948_Arab%E2%80%93Israeli_War,14 May 1948,10 March 1949,Israel,"Egypt,Iraq,Transjordan,Syria,HWA,Arab Liberation Army,Lebanon,Saudi Arabia,Yemen,Muslim Brotherhood,Pakistan,Sudan",1948 Arab–Israeli War,British Mandate of Palestine,12784,26725,147178,63500,False,0
https://en.wikipedia.org/wiki/Malayan_Emergency,16 June 1948,12 July 1960,"United Kingdom,Federation of Malaya,Southern Rhodesia,Fiji,Australia,New Zealand,Nepali Gurkhas,Thailand","CPM,MRLA,Soviet Union,China,Indonesia,North Vietnam,Viet Minh",Malayan Emergency,"Borneo,Malay Peninsula,Singapore,Southern Thailand",4271,11988,802000,1015951,False,0
https://en.wikipedia.org/wiki/Hyderabad_Police_Action,13 September 1948,18 September 1948,India,Royal State of Hyderabad,Hyderabad Police Action,"Hyderabad State,South,Western India",14,5748,35000,222011,False,0
https://en.wikipedia.org/wiki/Madiun_Affair,18 September 1948,October 1948,Indonesia,Indonesian Socialist Party,Madiun Affair,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Yeosu%E2%80%93Suncheon_rebellion,September 1948,October 1948,South Korea,,Yeosu–Suncheon rebellion,"South Jeolla,South Korea",3392,3392,5000,unknown,False,0
https://en.wikipedia.org/wiki/Korean_War,1948,25 June 1950,South Korea,North Korean,Korean War,"Korean Peninsula,Yellow Sea,Sea of Japan,Korea Strait,China–North Korea border",566434,926000,1780000,2970000,False,0
https://en.wikipedia.org/wiki/1949_Hazara_Rebellion,1949,1949,Kingdom of Afghanistan,Hazara,1949 Hazara Rebellion,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Palestinian_Fedayeen_insurgency,1949,29 October 1956,Israel,"Palestinian Fedayeen,Egypt,Jordan,Syria",Palestinian Fedayeen insurgency,"All-Palestine Protectorate,Israel",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Campaign_to_Suppress_Bandits_in_Central_and_Southern_China,1949,1951,China,National Revolutionary Army,Campaign to Suppress Bandits in Central and Southern China,Shandong,1160000,unknown,1160000,110000,True,0
https://en.wikipedia.org/wiki/Darul_Islam_(Indonesia),7 August 1949,1965,"Indonesia,Netherlands",Darul Islam,Darul Islam (Indonesia),,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Afghanistan%E2%80%93Pakistan_skirmishes,1949,Ongoing,"Pakistan,China","Afghanistan,India",Afghanistan–Pakistan skirmishes,"Afghanistan,Khyber Pakhtunkhwa",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Buraimi_dispute#Invasion_of_Hamasa,1950,1961,"Trucial Oman Scouts,British Empire,Sultanate of Muscat and Oman",Saudi Arabia,Buraimi dispute,Al-Buraimi,unknown,unknown,280,425,False,0
https://en.wikipedia.org/wiki/Kuomintang_Islamic_insurgency,1950,1958,China,Taiwan,Kuomintang Islamic insurgency,"Gansu,Qinghai,Ningxia,Xinjiang,Yunnan",unknown,unknown,unknown,unknown,False,0
https://en.wikipedia.org/wiki/APRA_coup_d%27%C3%A9tat,22 January 1950,23 January 1950,"Indonesia,Netherlands",Legion of Ratu Adil,APRA coup d'état,"Bandung,Jakarta,Indonesia",unknown,102,2002,4502,False,0
https://en.wikipedia.org/wiki/Makassar_Uprising,5 April 1950,21 April 1950,Indonesia,East Indonesia,Makassar Uprising,"Makassar,Jakarta",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Battle_of_Chamdo,6 October 1950,19 October 1950,China,Tibet,Battle of Chamdo,"Chamdo,Tibet,Tibet Autonomous Region",6544,120,8503,40009,False,0
https://en.wikipedia.org/wiki/Korean_War,25 June 1950,27 July 1953[5],"UN Command,South Korea,United States,United Kingdom,Australia,Belgium,Canada,France,Philippines,Colombia,Ethiopia,Greece,Luxembourg,Netherlands,New Zealand,South Africa,Thailand,Turkey,Denmark,India,Italy,Norway,Sweden","North Korea,China,Soviet Union,Bulgaria,Czechoslovakia,Hungary,Poland,Romania",Korean War,"Korean Peninsula,Yellow Sea,Sea of Japan,Korea Strait,China–North Korea border",170927,208729,14198,2970000,False,0
https://en.wikipedia.org/wiki/Manhattan_Rebellion,1951,1951,Thailand,,Manhattan Rebellion,"Chao Phraya River,Bangkok",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Reprisal_operations,14 April 1951,13 November 1966,Israel,"Palestinian Fedayeen,Jordan,Egypt,Syria",Reprisal operations,Middle East,3376,9709,-1,-1,False,0
https://en.wikipedia.org/wiki/1952_Cuban_coup_d%27%C3%A9tat,1952,1952,Cuban Military,Cuban Government,1952 Cuban coup d'état,Cuba,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Egyptian_revolution_of_1952,1952,1952,"Free Officers Movement,Soviet Union","Egypt,United Kingdom",Egyptian revolution of 1952,Kingdom of Egypt,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Invasion_of_Hamasa,28 January 1952,25 October 1955,"Trucial Oman Scouts,British Empire,Sultanate of Muscat and Oman",Saudi Arabia,Invasion of Hamasa,Al-Buraimi,unknown,unknown,280,425,False,0
https://en.wikipedia.org/wiki/Mau_Mau_Uprising,Summer 1952,1960,United Kingdom,Mau Mau,Mau Mau Uprising,British Kenya,3003,37351,56003,unknown,False,0
https://en.wikipedia.org/wiki/Uprising_in_Plze%C5%88_(1953),31 May 1953,2 June 1953,Czechoslovakia,,Uprising in Plzeň (1953),"Plzeň,Czechoslovakia",51,874,10580,20003,False,0
https://en.wikipedia.org/wiki/Uprising_of_1953_in_East_Germany,16 June 1953,17 June 1953,"Soviet Union,East Germany",,Uprising of 1953 in East Germany,East Germany,5,197,28000,1500000,False,0
https://en.wikipedia.org/wiki/Cuban_Revolution,26 July 1953,1 January 1959,,Cuba,Cuban Revolution,Cuba,2402,1003,21958,4958,False,0
https://en.wikipedia.org/wiki/Xinjiang_conflict,1954,2017,China,"Uyghur,Soviet Union,Mongolia,Turkistan Islamic Party,Pakistani Taliban",Xinjiang conflict,Xinjiang,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/1954_Paraguayan_coup_d%27%C3%A9tat,1954,1954,Paraguayan Army,Government of Paraguay,1954 Paraguayan coup d'état,"Asunción,Paraguay",26,26,-1,-1,False,0
https://en.wikipedia.org/wiki/Kengir_uprising,16 May 1954,26 June 1954,Soviet Union,,Kengir uprising,"Kengir,Steplag,Kazakh SSR",40,1343,1700,5200,False,0
https://en.wikipedia.org/wiki/First_Taiwan_Strait_Crisis,3 September 1954,1 May 1955,China,"Taiwan,United States",First Taiwan Strait Crisis,Strait of Taiwan,522,394,-1,-1,False,0
https://en.wikipedia.org/wiki/Annexation_of_Dadra_and_Nagar_Haveli,22 July 1954,11 August 1954,India,Portugal,Annexation of Dadra and Nagar Haveli,"Dadra and Nagar Haveli,Portuguese India",unknown,2,401250,329,False,0
https://en.wikipedia.org/wiki/Second_Taiwan_Strait_Crisis,23 June 1958,22 September 1958,China,"Taiwan,United States",Second Taiwan Strait Crisis,,443,460,92000,215000,False,0
https://en.wikipedia.org/wiki/Jebel_Akhdar_War,1954,1959,Sultanate of Muscat and Oman,"Imamate of Oman,Ibadi",Jebel Akhdar War,Sultanate of Muscat and Oman,73,235,1000,1000,False,0
https://en.wikipedia.org/wiki/Algerian_War,1 November 1954,19 March 1962,"FLN,MNA,PCA","France,OAS,FAF",Algerian War,French Algeria,4358,6054,300000,470000,False,0
https://en.wikipedia.org/wiki/Caf%C3%A9_Wars,1954,1962,FLN,MNA,Café Wars,Metropolitan France,3975,3975,-1,-1,False,0
https://en.wikipedia.org/wiki/Calderonista_Invasion_of_Costa_Rica_(1955),1955,1955,Costa Rica,"Calderonistas,Nicaragua,Venezuela",Calderonista Invasion of Costa Rica (1955),Costa Rica,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/EOKA,1955,1959,Cyprus,British Empire,EOKA,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Cameroonian_Independence_War,1955,1964,France,Union of the Peoples of Cameroon,Cameroonian Independence War,French Cameroons,-1,-1,-1,-1,False,0
