https://en.wikipedia.org/wiki/Battle_of_V%C3%A9zeronce,524,524,['Burgundian Kingdom'],"['Frankish Kingdom', 'Merovingians']",Battle of Vézeronce,"['Isère', 'Rhône-Alpes']",unknown,unknown,unknown,unknown,False,1
https://en.wikipedia.org/wiki/Battle_of_Thannuris,528,528,"['Byzantine Empire', 'Ghassanids']",['Sasanian Empire'],Battle of Thannuris,"['Dara', 'Tell Tuneinir']",800,500,unknown,30000,False,1
https://en.wikipedia.org/wiki/Battle_of_Dara,530,530,"['Byzantine Empire', 'Ghassanids', 'Heruli', 'Huns']","['Sasanian Empire', 'Lakhmids']",Battle of Dara,"['Dara', 'Mardin Province', 'Turkey']",unknown,8003,25001,90003,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),530,530,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_on_the_Ice_of_Lake_V%C3%A4nern,c 530,c 530,none,none,Battle on the Ice of Lake Vänern,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Callinicum,531,531,"['Byzantine Empire', 'Ghassanids']","['Sasanian Empire', 'Lakhmids']",Battle of Callinicum,"['Syria', 'Byzantine Empire', 'Raqqa', 'Syria']",unknown,unknown,65011,65024,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),531,531,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Autun_(532),532,532,['Merovingians'],['Burgundians'],Battle of Autun (532),"['Autun', 'Burgundy']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Ad_Decimum,533,533,['Byzantine Empire'],['Vandal Kingdom'],Battle of Ad Decimum,['Carthage'],unknown,unknown,33001,53003,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),533,533,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Naples_(536),536,536,['Byzantine Empire'],['Ostrogoths'],Siege of Naples (536),['Naples'],unknown,801,8000,800,False,1
https://en.wikipedia.org/wiki/Battle_of_Camlann,537,537,['Celtic Britons'],['Celtic Britons'],Battle of Camlann,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),537,537,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Rome_(537-538),538,538,['Eastern Roman Empire'],['Ostrogothic Kingdom'],Siege of Rome (537–538),"['Rome', 'Italy']",-1,-1,10600,55001,False,1
https://en.wikipedia.org/wiki/Siege_of_Petra_(541),541,541,['Eastern Roman (Byzantine) Empire'],['Sasanian Empire'],Siege of Petra (541),"['Petra, Lazica']",-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),541,541,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Faventia,542,542,['Ostrogothic Kingdom'],['Byzantine Empire'],Battle of Faventia,"['Faenza', 'Italy']",-1,-1,5001,12000,False,1
https://en.wikipedia.org/wiki/Siege_of_Martyropolis_(502),542,542,['Sassanid Empire'],['Byzantine Empire'],Siege of Martyropolis (502),['Martyropolis'],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Anglon_(543),543,543,"['Byzantine Empire', 'Armenians', 'Herules']",['Sasanian Empire'],Battle of Anglon,"['Dvin', 'Armenia', 'Sasanian Empire']",unknown,unknown,30000,4000,False,1
