https://en.wikipedia.org/wiki/Mat_Salleh_Rebellion#1900%E2%80%931905_(Mat_Salleh's_defeat),1900,1905,"British Empire,North Borneo",,Mat Salleh Rebellion,"North Borneo,Sabah",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Somaliland_Campaign,1900,1920,"British Empire,Ethiopian Empire,Italian Empire",Dervish State,Somaliland Campaign,Somaliland,201,4002,-1,-1,False,0
https://en.wikipedia.org/wiki/War_of_the_Golden_Stool,1900,1900,British Empire,Ashanti Empire,War of the Golden Stool,"Ashanti,Ghana",1007,2000,-1,-1,False,0
https://en.wikipedia.org/wiki/Battle_of_Kouss%C3%A9ri,1900,1900,France,Borno,Battle of Kousséri,"Kousséri,Cameroun",5500,103,10000,1500,False,0
https://en.wikipedia.org/wiki/Shoubak_revolts#Shoubak_revolt_of_1900,1900,1900,Ottoman Empire,,Shoubak revolts,Shoubak,10,150,100,unknown,False,0
https://en.wikipedia.org/wiki/Saqr_bin_Khalid_Al_Qasimi#Retaking_Ras_Al_Khaimah,1900,1900,Emirate of Sharjah,Ras Al Khaimah,Saqr bin Khalid Al Qasimi,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Russian_invasion_of_Manchuria,1900,1900,Russian Empire,"Qing dynasty,Yìhéquán",Russian invasion of Manchuria,"Manchuria,China",1526,1,100001,unknown,False,0
https://en.wikipedia.org/wiki/1911_Revolution,1900,1900,Qing dynasty,,1911 Revolution,China,170000,50000,200000,100000,False,0
https://en.wikipedia.org/wiki/Mahsud_Waziri_blockade,1900,1901,"British Empire,British Raj",Mahsud,Mahsud Waziri blockade,British Raj,149,379,-1,-1,False,0
https://en.wikipedia.org/wiki/Kuwaiti%E2%80%93Rashidi_war,1900,1901,Jabal Shammar,"Kuwait,House of Saud,Mutayr,Otaibah,Ajman tribe,Al Murrah,Bani Khalid,Suhool",Kuwaiti–Rashidi war,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Anglo-Aro_War,1901,1902,British Empire,Aro Confederacy,Anglo-Aro War,Nigeria,1500,unknown,1637,7500,False,0
https://en.wikipedia.org/wiki/Battle_of_Holy_Apostles_Monastery,1901,1901,Armenian fedayi,Ottoman Empire,Battle of Holy Apostles Monastery,"Holy Apostles Monastery,Mush,Ottoman Empire",8,559,96,6004,False,0
https://en.wikipedia.org/wiki/Second_Matabele_War#1901_Mapondera_Rebellion,1901,1903,British Empire,Kadungure Mapondera,Second Matabele War,"Matabeleland,Mashonaland",400,50000,-1,-1,False,0
https://en.wikipedia.org/wiki/Holy_Man%27s_Rebellion,1901,1936,"French Indochina,Siam",,Holy Man's Rebellion,"Laos,Siam,[1]",1002,56,4002,504,False,0
https://en.wikipedia.org/wiki/Bailundo_Revolt_of_1902,1902,1904,Portuguese Empire,Ovimbundu Kingdoms,Bailundo Revolt of 1902,Portuguese Angola,1,2001,1751,10001,False,0
https://en.wikipedia.org/wiki/Venezuelan_crisis_of_1902%E2%80%9303,1902,1903,"German Empire,United Kingdom,Kingdom of Italy",Venezuela,Venezuelan crisis of 1902–03,Venezuela,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Kabul_Khel#1902_war,1902,1902,"British Empire,British Raj",Kabul Khel,Kabul Khel,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Italy%E2%80%93Turkey_relations#History,1902,1902,Kingdom of Italy,Ottoman Empire,Italy–Turkey relations,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/1911_Revolution#Great_Ming_Uprising,1903,1903,Qing dynasty,,1911 Revolution,China,170000,50000,200000,100000,False,0
https://en.wikipedia.org/wiki/Kerinci_Expedition,1903,1903,Dutch Empire,,Kerinci Expedition,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Theriso_revolt,1903,1903,"Ottoman Empire,Cretan State,Russian Empire",,Theriso revolt,Crete,-1,-1,1500,1750,False,0
https://en.wikipedia.org/wiki/May_Coup_(Serbia),1903,1903,Kingdom of Serbia,House of Obrenović,May Coup (Serbia),"Belgrade,Kingdom of Serbia",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Ilinden%E2%80%93Preobrazhenie_Uprising,1903,1903,Ottoman Empire,"IMARO,SMAC,Kruševo Republic,Strandzha Republic",Ilinden–Preobrazhenie Uprising,"Manastir (Bitola),Adrianople,Salonica,Kosovo,Ottoman Empire",92262,5329,26409,350932,False,0
https://en.wikipedia.org/wiki/British_expedition_to_Tibet,1903,1904,British Empire,"Qing Dynasty,Tibet",British expedition to Tibet,Tibet,613,5001,10000,unknown,False,0
https://en.wikipedia.org/wiki/Kano_Emirate#Fall,1903,1903,British Empire,Kano Emirate,Kano Emirate,,-1,-1,-1,-1,False,0
