https://en.wikipedia.org/wiki/Battle_of_Groenkloof,1901,1901,['United Kingdom'],non-state,Battle of Groenkloof,['Cape Colony'],10,120,1100,130,False,1
https://en.wikipedia.org/wiki/Battle_of_Elands_River_(1901),1901,1901,['United Kingdom'],['South African Republic'],Battle of Elands River (1901),"['Tarkastad', 'South Africa']",130,7,130,250,False,1
https://en.wikipedia.org/wiki/Battle_of_Blood_River_Poort,1901,1901,['United Kingdom'],['South African Republic'],Battle of Blood River Poort,['South African Republic'],287,unknown,750,1000,False,1
https://en.wikipedia.org/wiki/Balangiga_massacre,1901,1901,non-state,non-state,Battle of Balangiga,"['Balangiga', 'Samar', 'Philippines']",52,76,505,478,False,1
https://en.wikipedia.org/wiki/Battle_of_Bakenlaagte,1901,1901,['United Kingdom'],"['South African Republic', 'Orange Free State']",Battle of Bakenlaagte,[],207,62,210,900,False,1
https://en.wikipedia.org/wiki/Battle_of_Holy_Apostles_Monastery,1901,1901,['Armenian fedayi'],['Ottoman Empire'],Battle of Holy Apostles Monastery,"['Holy Apostles Monastery', 'Mush', 'Ottoman Empire']",8,559,96,6004,False,1
https://en.wikipedia.org/wiki/Battle_of_Groenkop,1901,1901,['United Kingdom'],['Orange Free State'],Battle of Groenkop,['Orange Free State'],351,41,561,600,False,1
https://en.wikipedia.org/wiki/Battle_of_Riyadh_(1902),1902,1902,"[""Emirate of Ha'il""]",['House of Saud'],Battle of Riyadh (1902),"['Riyadh', ""Emirate of Ha'il""]",30,7,80,68,False,1
https://en.wikipedia.org/wiki/Battle_of_Tweebosch,1902,1902,['United Kingdom'],['South African Republic'],Battle of Tweebosch,['South African Republic'],395,51,1250,2000,False,1
https://en.wikipedia.org/wiki/Battle_of_Rooiwal,1902,1902,['United Kingdom'],['South African Republic'],Battle of Rooiwal,"['Rooiwal', 'South African Republic']",70,465,3000,1701,False,1
https://en.wikipedia.org/wiki/Battle_of_Dilam,1903,1903,['Emirate of Jabal Shammar'],['Emirate of Nejd and Hasa'],Battle of Dilam,"['Ad-Dilam', 'Arabia']",250,160,4000,3500,False,1
https://en.wikipedia.org/wiki/Battle_of_Krushevo,1903,1903,['IMRO'],['Ottoman Empire'],Battle of Mečkin Kamen,"['Kruševo', 'Ottoman Empire']",40,unknown,370,2000,False,1
https://en.wikipedia.org/wiki/Battle_of_Smilevo,1903,1903,none,none,Battle of Smilevo,[],-1,-1,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Port_Arthur,1904,1904,['Empire of Japan'],['Russian Empire'],Battle of Port Arthur,"['Port Arthur', 'Manchuria', 'China']",90,157,25,13,False,1
https://en.wikipedia.org/wiki/Battle_of_Taraca,1904,1904,['United States'],['Moro people'],Battle of Taraca,"['Mindanao', 'Philippines']",131,unknown,-1,-1,False,1
https://en.wikipedia.org/wiki/Battle_of_Yalu_River_(1904),1904,1904,['Empire of Japan'],['Russian Empire'],Battle of the Yalu River (1904),['Wiju'],1036,4345,42000,25000,False,1
https://en.wikipedia.org/wiki/Battle_of_Nanshan,1904,1904,['Empire of Japan'],['Russian Empire'],Battle of Nanshan,"['Port Arthur', 'Manchuria']",6198,1617,35500,3800,False,1
https://en.wikipedia.org/wiki/Battle_of_Dairen,1904,1904,['Empire of Japan'],['Russian Empire'],Battle of Nanshan,"['Port Arthur', 'Manchuria']",6198,1617,35500,3800,False,1
https://en.wikipedia.org/wiki/Battle_of_Te-li-Ssu,1904,1904,['Empire of Japan'],['Russian Empire'],Battle of Te-li-Ssu,"['Port Arthur', 'Manchuria', 'Wafangdian']",1163,7666,40000,65000,False,1
https://en.wikipedia.org/wiki/Battle_of_Bekeriyah_(1904),1904,1904,"['Al Rashid', 'Ottoman Empire']",['Emirate of Nejd and Hasa'],Battle of Bekeriyah (1904),"['Bekeriyah', 'Qassim region', 'Arabia']",3301,1000,20000,12000,False,1
https://en.wikipedia.org/wiki/Battle_of_Motien_Pass,1904,1904,['Empire of Japan'],['Russian Empire'],Battle of Motien Pass,"['Liaodong', 'Manchuria', 'Benxi Manchu Autonomous County']",355,1213,11000,25000,False,1
https://en.wikipedia.org/wiki/Battle_of_Tashihchiao,1904,1904,['Empire of Japan'],['Russian Empire'],Battle of Tashihchiao,"['Liaoyang', 'Port Arthur', 'Manchuria', 'Dashiqiao']",1001,1001,64000,60000,False,1
https://en.wikipedia.org/wiki/Battle_of_the_Yellow_Sea,1904,1904,['Empire of Japan'],['Russian Empire'],Battle of the Yellow Sea,"['Yellow Sea', 'Shandong', 'China']",230,346,67,24,False,1
https://en.wikipedia.org/wiki/Battle_of_Waterberg,1904,1904,['Germany'],['Herero'],Battle of Waterberg,"['20°31′0″S 17°14′0″E', 'Coordinates', '20°31′0″S 17°14′0″E', 'German South West Africa', 'Namibia']",86,unknown,2000,9500,False,1
https://en.wikipedia.org/wiki/Battle_of_the_Japanese_Sea,1904,1904,['Empire of Japan'],['Russian Empire'],Battle off Ulsan,"['Ulsan', 'Korea', '35°4.36′N 129°56.64′E', 'Coordinates', '35°4.36′N 129°56.64′E']",116,998,6,3,False,1
https://en.wikipedia.org/wiki/Battle_of_Liaoyang,1904,1904,['Empire of Japan'],['Russian Empire'],Battle of Liaoyang,['Liaoyang'],47067,37030,127995,246347,False,1
https://en.wikipedia.org/wiki/Battle_of_Shinanah_(1904),1904,1904,['Al Rashid'],['Emirate of Nejd and Hasa'],Battle of Shinanah (1904),"['Shinanah', 'ar', 'Qassim region', 'Arabia']",unknown,unknown,25000,10000,False,1
https://en.wikipedia.org/wiki/Battle_of_Shaho,1904,1904,['Japan'],['Russia'],Battle of Shaho,"['Mukden', 'Sha River', 'Manchuria']",42250,81811,170000,210000,False,1
https://en.wikipedia.org/wiki/Battle_of_Sha-ho_River,1904,1904,['Japan'],['Russia'],Battle of Shaho,"['Mukden', 'Sha River', 'Manchuria']",42250,81811,170000,210000,False,1
